"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.052010456E0,1.478946209E-1,1.364120394E-1,9.774567604E0,9.776638119E0
4.053985456E0,1.522999555E-1,1.359619349E-1,9.759263992E0,9.761399213E0
4.055985456E0,1.548952758E-1,1.272661835E-1,9.754954338E0,9.757014060E0
4.057985456E0,1.489193439E-1,1.173541844E-1,9.762779236E0,9.764620186E0
4.059999518E0,1.511411518E-1,1.173158810E-1,9.740924835E0,9.742803668E0
4.061988581E0,1.541004032E-1,1.123455167E-1,9.693738937E0,9.695614629E0
4.063985456E0,1.620108336E-1,1.022132561E-1,9.678254128E0,9.680149690E0
4.065985456E0,1.534874886E-1,9.133400768E-2,9.665085793E0,9.666735938E0
4.067985456E0,1.678718477E-1,9.373778850E-2,9.658774376E0,9.660687873E0
4.069985456E0,1.700074822E-1,9.899545461E-2,9.663428307E0,9.665430631E0
4.071985456E0,1.578353643E-1,9.409212321E-2,9.681777954E0,9.683521554E0
4.073985456E0,1.552591920E-1,8.652645350E-2,9.701210022E0,9.702838148E0
4.075985456E0,1.572415978E-1,8.686164021E-2,9.722383499E0,9.724042923E0
4.077985456E0,1.693083644E-1,8.307879418E-2,9.731165886E0,9.732993214E0
4.079985456E0,1.722867638E-1,7.755298167E-2,9.733790398E0,9.735623899E0
4.081985456E0,1.811452955E-1,8.112513274E-2,9.733004570E0,9.735028139E0
4.083985456E0,1.921011657E-1,8.700528741E-2,9.725543976E0,9.727830097E0
4.085985456E0,1.781381816E-1,8.763735741E-2,9.723648071E0,9.725674544E0
4.087985456E0,1.660905629E-1,9.414000809E-2,9.716675758E0,9.718551137E0
4.089985456E0,1.697393209E-1,9.772173315E-2,9.721761703E0,9.723734447E0
4.091985456E0,1.808771491E-1,9.666828811E-2,9.710221291E0,9.712386875E0
4.093985456E0,1.779658049E-1,1.023281813E-1,9.703766823E0,9.705938050E0
4.095985456E0,1.652286500E-1,1.140023097E-1,9.724759102E0,9.726830759E0
4.097985456E0,1.574427038E-1,1.231864616E-1,9.728341103E0,9.730394839E0
4.099985456E0,1.562647521E-1,1.138873920E-1,9.712644577E0,9.714569146E0
4.101985456E0,1.596453637E-1,1.128626689E-1,9.699188232E0,9.701158539E0
4.103985456E0,1.513614357E-1,1.107749268E-1,9.690272331E0,9.692087454E0
4.105985456E0,1.462857276E-1,1.244218722E-1,9.687763214E0,9.689666476E0
4.107987018E0,1.549623162E-1,1.226788908E-1,9.690148354E0,9.692163770E0
4.109985456E0,1.521179974E-1,1.206581891E-1,9.686634064E0,9.688579760E0
4.111985456E0,1.510166675E-1,1.182065308E-1,9.681500435E0,9.683399686E0
4.113985456E0,1.412770599E-1,1.166167781E-1,9.680130959E0,9.681864183E0
4.115985456E0,1.483351588E-1,1.135521978E-1,9.683425903E0,9.685227651E0
4.117985456E0,1.527500600E-1,1.139161140E-1,9.690722466E0,9.692595698E0
4.119985456E0,1.511603296E-1,1.207539588E-1,9.705691338E0,9.707619446E0
4.121985456E0,1.469752491E-1,1.123263687E-1,9.691048622E0,9.692813953E0
4.123985456E0,1.608712077E-1,1.231481582E-1,9.696852684E0,9.698968862E0
4.125996393E0,1.629780978E-1,1.149695665E-1,9.708114624E0,9.710163202E0
4.128019831E0,1.693945676E-1,1.078444198E-1,9.716972351E0,9.719047104E0
4.129985456E0,1.716067940E-1,1.135521978E-1,9.720449448E0,9.722627240E0
4.131985456E0,1.727943271E-1,1.121348366E-1,9.736260414E0,9.738439246E0
4.133985456E0,1.634377837E-1,9.561483562E-2,9.730926514E0,9.732768615E0
4.135985456E0,1.613692045E-1,9.536584467E-2,9.734066963E0,9.735871523E0
4.137985456E0,1.626237482E-1,1.050863042E-1,9.733627319E0,9.735552907E0
4.139985456E0,1.717983335E-1,1.024430990E-1,9.735934258E0,9.737988762E0
4.141985456E0,1.617426872E-1,1.075762734E-1,9.742074013E0,9.744010438E0
4.143985456E0,1.592910290E-1,1.119337156E-1,9.749227524E0,9.751171217E0
4.145985456E0,1.652765423E-1,1.173063070E-1,9.749658585E0,9.751764949E0
4.147985456E0,1.583812237E-1,9.969455749E-2,9.743079185E0,9.744876378E0
4.149985456E0,1.663491428E-1,9.674490243E-2,9.740598679E0,9.742499383E0
4.151985456E0,1.712333113E-1,9.613198787E-2,9.725161552E0,9.727143950E0
4.153985456E0,1.755332947E-1,1.001159400E-1,9.722383499E0,9.724483330E0
4.155987018E0,1.662342101E-1,1.105450839E-1,9.712836266E0,9.714887665E0
4.157985456E0,1.782243848E-1,1.117517576E-1,9.702033043E0,9.704313348E0
4.159985456E0,1.752364039E-1,9.994355589E-2,9.715421677E0,9.717515879E0
4.161985456E0,1.772379577E-1,1.016003415E-1,9.732937813E0,9.735081632E0
4.163985456E0,1.660809815E-1,1.006139293E-1,9.724538803E0,9.726477316E0
4.165985456E0,1.547803432E-1,9.848788381E-2,9.702013969E0,9.703748342E0
4.167985456E0,1.756099164E-1,1.026825234E-1,9.675610542E0,9.677748804E0
4.169985456E0,1.855219007E-1,1.043871939E-1,9.704083443E0,9.706418007E0
4.171985456E0,1.832139045E-1,1.066090167E-1,9.718141556E0,9.720453082E0
4.173985456E0,1.726027876E-1,1.162337065E-1,9.721905708E0,9.724132486E0
4.175985456E0,1.713194996E-1,1.162145510E-1,9.726204872E0,9.728407753E0
4.177985456E0,1.632462442E-1,1.101524383E-1,9.717412949E0,9.719408280E0
4.179985456E0,1.620299965E-1,1.128818244E-1,9.742197990E0,9.744199183E0
4.181987018E0,1.644816548E-1,1.099608988E-1,9.736672401E0,9.738682409E0
4.183997956E0,1.769027710E-1,1.084956452E-1,9.718926430E0,9.721141746E0
4.185997956E0,1.686858833E-1,1.114548817E-1,9.713085175E0,9.715189176E0
4.187985456E0,1.632462442E-1,1.127668992E-1,9.718064308E0,9.720089486E0
4.189985456E0,1.663203984E-1,1.190205514E-1,9.721971512E0,9.724122503E0
4.191999518E0,1.735030115E-1,1.208305731E-1,9.720295906E0,9.722595118E0
4.194018268E0,1.629589349E-1,1.255136281E-1,9.732047081E0,9.734220548E0
4.195987018E0,1.690689474E-1,1.182544082E-1,9.755194664E0,9.757376253E0
4.197985456E0,1.589462608E-1,1.171243414E-1,9.775535583E0,9.777529236E0
4.199985456E0,1.580843478E-1,1.197675467E-1,9.759465218E0,9.761480229E0
4.201985456E0,1.595304459E-1,1.204762235E-1,9.717709541E0,9.719765595E0
4.203985456E0,1.563413739E-1,1.273811013E-1,9.702473640E0,9.704569198E0
4.205985456E0,1.497908384E-1,1.228321195E-1,9.699111938E0,9.701046202E0
4.207985456E0,1.670482457E-1,1.283292025E-1,9.692121506E0,9.694410389E0
4.209985456E0,1.596453637E-1,1.225735471E-1,9.701314926E0,9.703402610E0
4.211985456E0,1.610435843E-1,1.195568517E-1,9.712491035E0,9.714561801E0
4.214012018E0,1.538801342E-1,1.183789074E-1,9.733933449E0,9.735869404E0
4.215985456E0,1.502026320E-1,1.228417009E-1,9.736710548E0,9.738643808E0
4.217985456E0,1.552208811E-1,1.222766712E-1,9.720066071E0,9.722074343E0
4.220022956E0,1.636867821E-1,1.161570922E-1,9.706065178E0,9.708140248E0
4.221985456E0,1.573277861E-1,1.163390502E-1,9.707550049E0,9.709521860E0
4.223985456E0,1.542153209E-1,1.099130064E-1,9.691671371E0,9.693521404E0
4.225985456E0,1.481627822E-1,1.064845100E-1,9.695090294E0,9.696807050E0
4.227985456E0,1.437287182E-1,1.060631350E-1,9.700999260E0,9.702643659E0
4.229985456E0,1.427806020E-1,1.081125736E-1,9.698422432E0,9.700075891E0
4.231985456E0,1.477988660E-1,1.089457572E-1,9.702378273E0,9.704115510E0
4.233985456E0,1.485171169E-1,9.809523076E-2,9.719041824E0,9.720671478E0
4.235990143E0,1.560540646E-1,9.987651557E-2,9.723389626E0,9.725154703E0
4.238030768E0,1.629014909E-1,1.054693758E-1,9.717605591E0,9.719543153E0
4.240001081E0,1.545026302E-1,1.033145934E-1,9.688539505E0,9.690322116E0
4.241985456E0,1.593197584E-1,1.120199114E-1,9.692667007E0,9.694623508E0
4.243985456E0,1.510071009E-1,1.122497544E-1,9.715622902E0,9.717444701E0
4.245985456E0,1.410950869E-1,9.879434109E-2,9.735647202E0,9.737170769E0
4.247985456E0,1.498099864E-1,9.489657730E-2,9.705288887E0,9.706908920E0
4.249985456E0,1.541386992E-1,8.481220156E-2,9.695348740E0,9.696944830E0
4.251985456E0,1.522903740E-1,8.227434754E-2,9.720669746E0,9.722210744E0
4.253997956E0,1.614362299E-1,8.507078141E-2,9.718629837E0,9.720342823E0
4.255985456E0,1.559104174E-1,9.267476201E-2,9.722996712E0,9.724688259E0
4.258033893E0,1.566574126E-1,9.388143569E-2,9.724691391E0,9.726406218E0
4.259994831E0,1.578449309E-1,1.077773795E-1,9.728350639E0,9.730228011E0
4.261994831E0,1.762707084E-1,1.107078865E-1,9.721091270E0,9.723319551E0
4.263994831E0,1.833192259E-1,1.103343889E-1,9.718111992E0,9.720467083E0
4.265985456E0,1.797949672E-1,1.056800634E-1,9.732047081E0,9.734281427E0
4.267985456E0,1.633037180E-1,1.024622545E-1,9.718945503E0,9.720857386E0
4.269985456E0,1.697776318E-1,8.812578022E-2,9.709483147E0,9.711367235E0
4.271985456E0,1.802450866E-1,8.200619370E-2,9.702952385E0,9.704972864E0
4.274029206E0,1.734742671E-1,9.819100052E-2,9.714578629E0,9.716623525E0
4.275985456E0,1.760408580E-1,1.087350622E-1,9.698556900E0,9.700763869E0
4.277985456E0,1.747096926E-1,1.107270420E-1,9.710058212E0,9.712261036E0
4.279985456E0,1.786649078E-1,1.146822572E-1,9.734201431E0,9.736516352E0
4.281985456E0,1.718845218E-1,1.186949462E-1,9.740942955E0,9.743182356E0
4.283985456E0,1.801876277E-1,1.177181080E-1,9.728149414E0,9.730530107E0
4.285985456E0,1.802738011E-1,1.127860546E-1,9.722862244E0,9.725187378E0
4.287997956E0,1.802833825E-1,1.017631441E-1,9.724308968E0,9.726512362E0
4.290035456E0,1.866902709E-1,1.122976393E-1,9.715143204E0,9.717585682E0
4.291985456E0,1.872169971E-1,1.134085432E-1,9.725860596E0,9.728323392E0
4.293997956E0,1.898697615E-1,1.087446436E-1,9.724222183E0,9.726683556E0
4.296033893E0,1.870446205E-1,1.149504110E-1,9.724356651E0,9.726834612E0
4.297991706E0,1.845833808E-1,1.154962927E-1,9.723102570E0,9.725540293E0
4.299985456E0,1.823807061E-1,1.148833781E-1,9.717173576E0,9.719563942E0
4.301985456E0,1.740010083E-1,1.040807366E-1,9.707414627E0,9.709531806E0
4.303985456E0,1.767878532E-1,1.011406556E-1,9.694314003E0,9.696453340E0
4.305985456E0,1.834820360E-1,9.885179996E-2,9.695549965E0,9.697789772E0
4.307985456E0,1.837789118E-1,1.146631092E-1,9.701104164E0,9.703522264E0
4.309985456E0,1.842769235E-1,1.134085432E-1,9.713228226E0,9.715638015E0
4.311985456E0,1.812027544E-1,1.173637658E-1,9.721550941E0,9.723947830E0
4.313985456E0,1.890461743E-1,1.132265851E-1,9.729566574E0,9.732061674E0
4.315985456E0,1.810016483E-1,1.172584221E-1,9.734814644E0,9.737203258E0
4.317985456E0,1.752747148E-1,1.179288030E-1,9.728455544E0,9.730748979E0
4.319985456E0,1.637729853E-1,1.182735637E-1,9.721254349E0,9.723353143E0
4.321997956E0,1.599326730E-1,1.118475273E-1,9.714473724E0,9.716433917E0
4.323985456E0,1.673355401E-1,1.105929613E-1,9.715066910E0,9.717137287E0
4.326022956E0,1.733976603E-1,1.065132469E-1,9.699791908E0,9.701926349E0
4.327985456E0,1.628919095E-1,1.063025594E-1,9.705567360E0,9.707516252E0
4.329985456E0,1.665598303E-1,1.043584645E-1,9.707942009E0,9.709931561E0
4.331985456E0,1.642326713E-1,1.002691686E-1,9.725027084E0,9.726930557E0
4.333985456E0,1.591186523E-1,9.862195700E-2,9.722192764E0,9.723994919E0
4.335985456E0,1.623939127E-1,8.966764063E-2,9.704274178E0,9.706047052E0
4.337985456E0,1.824573278E-1,9.847830236E-2,9.702234268E0,9.704449415E0
4.339985456E0,1.844493002E-1,1.020887569E-1,9.720526695E0,9.722812499E0
4.341985456E0,1.755811721E-1,9.940725565E-2,9.742658615E0,9.744747685E0
4.343985456E0,1.737711579E-1,1.060918644E-1,9.737438202E0,9.739566450E0
4.345985456E0,1.683602631E-1,1.056034490E-1,9.742399216E0,9.744426086E0
4.347988581E0,1.713194996E-1,1.094150171E-1,9.736596107E0,9.738717871E0
4.349991706E0,1.641847640E-1,1.083902940E-1,9.731606483E0,9.733594908E0
4.351987018E0,1.648455858E-1,1.078061163E-1,9.716628075E0,9.718624253E0
4.353985456E0,1.673355401E-1,1.048660353E-1,9.708506584E0,9.710514825E0
4.355985456E0,1.601816714E-1,1.022036821E-1,9.711360931E0,9.713219595E0
4.357990143E0,1.520797014E-1,1.119816080E-1,9.699839592E0,9.701678011E0
4.359997956E0,1.526255608E-1,1.098747030E-1,9.711370468E0,9.713191205E0
4.361985456E0,1.559582949E-1,1.166838184E-1,9.719213486E0,9.721164996E0
4.363987018E0,1.491396129E-1,1.015045792E-1,9.715880394E0,9.717555126E0
4.365985456E0,1.481244713E-1,1.086680293E-1,9.717815399E0,9.719551725E0
4.367985456E0,1.479808241E-1,1.056130230E-1,9.723705292E0,9.725404723E0
4.369985456E0,1.713003367E-1,1.051054522E-1,9.712040901E0,9.714120106E0
4.372033893E0,1.691551358E-1,1.052586809E-1,9.707894325E0,9.709938469E0
4.373985456E0,1.616948098E-1,1.114836037E-1,9.707434654E0,9.709421269E0
4.375985456E0,1.511411518E-1,1.084764972E-1,9.714358330E0,9.716139591E0
4.377985456E0,1.581513882E-1,1.066473201E-1,9.714665413E0,9.716537943E0
4.379985456E0,1.444948614E-1,9.689813107E-2,9.708631516E0,9.710190210E0
4.381985456E0,1.419474334E-1,9.748231620E-2,9.710556984E0,9.712083649E0
4.383985456E0,1.468698978E-1,1.058428660E-1,9.708104134E0,9.709791931E0
4.385985456E0,1.504133344E-1,1.108802706E-1,9.702817917E0,9.704617155E0
4.387993268E0,1.502601057E-1,1.112058759E-1,9.701075554E0,9.702876468E0
4.389988581E0,1.512082070E-1,1.035923138E-1,9.702722549E0,9.704453625E0
4.391987018E0,1.450407356E-1,1.087159142E-1,9.715785027E0,9.717475734E0
4.393985456E0,1.455578953E-1,1.015811935E-1,9.713592529E0,9.715214134E0
4.395985456E0,1.421293914E-1,1.026346385E-1,9.714578629E0,9.716160382E0
4.397993268E0,1.438915282E-1,9.695558995E-2,9.721042633E0,9.722590963E0
4.399985456E0,1.493119895E-1,1.009108126E-1,9.721809387E0,9.723479564E0
4.401985456E0,1.448875070E-1,1.014375389E-1,9.722661018E0,9.724269599E0
4.403985456E0,1.459313780E-1,1.059577912E-1,9.707875252E0,9.709550192E0
4.405985456E0,1.463814825E-1,1.129488572E-1,9.703469276E0,9.705230599E0
4.407987018E0,1.621927917E-1,1.185512915E-1,9.712443352E0,9.714520923E0
4.409985456E0,1.541195512E-1,1.130637825E-1,9.707204819E0,9.709086551E0
4.411985456E0,1.578928083E-1,1.185034066E-1,9.697532654E0,9.699541884E0
4.413985456E0,1.546462774E-1,1.293826550E-1,9.708938599E0,9.711032080E0
4.415985456E0,1.562647521E-1,1.193844751E-1,9.724902153E0,9.726890213E0
4.417985456E0,1.683889925E-1,1.104780436E-1,9.717508316E0,9.719595060E0
4.419985456E0,1.710226089E-1,1.214434877E-1,9.711983681E0,9.714248518E0
4.421985456E0,1.733306348E-1,1.236365736E-1,9.716063499E0,9.718395929E0
4.423985456E0,1.765675843E-1,1.139352694E-1,9.719807625E0,9.722078873E0
4.425985456E0,1.713099182E-1,1.083136797E-1,9.729403496E0,9.731514339E0
4.427985456E0,1.675079316E-1,1.172584221E-1,9.733981133E0,9.736128447E0
4.429985456E0,1.886726618E-1,1.203613058E-1,9.729297638E0,9.731871184E0
4.431985456E0,1.842577606E-1,1.192599684E-1,9.727669716E0,9.730145526E0
4.433985456E0,1.636580527E-1,1.098459810E-1,9.722537041E0,9.724534776E0
4.435985456E0,1.628152877E-1,1.225352436E-1,9.709569931E0,9.711707983E0
4.437985456E0,1.715780646E-1,1.196143180E-1,9.712251663E0,9.714503538E0
4.439994831E0,1.707065850E-1,1.189918220E-1,9.713515282E0,9.715743869E0
4.441985456E0,1.641273201E-1,1.054214835E-1,9.713994026E0,9.715952419E0
4.443985456E0,1.636772007E-1,1.126040965E-1,9.720363617E0,9.722393674E0
4.445985456E0,1.572320163E-1,1.137916148E-1,9.721828461E0,9.723765683E0
4.447987018E0,1.539950520E-1,1.181777939E-1,9.722211838E0,9.724149499E0
4.449985456E0,1.518594176E-1,1.174403876E-1,9.726358414E0,9.728252747E0
4.451985456E0,1.433169097E-1,1.179862618E-1,9.716177940E0,9.717951135E0
4.453985456E0,1.475402862E-1,1.202751175E-1,9.724596024E0,9.726458865E0
4.455996393E0,1.620012671E-1,1.120007560E-1,9.729145050E0,9.731138268E0
4.458018268E0,1.633899063E-1,1.255710870E-1,9.730265617E0,9.732447449E0
4.459985456E0,1.584386975E-1,1.202463806E-1,9.738243103E0,9.740274162E0
4.461985456E0,1.501547545E-1,1.208688840E-1,9.725132942E0,9.727043049E0
4.463987018E0,1.523478329E-1,1.089936346E-1,9.705174446E0,9.706982049E0
4.465985456E0,1.449641287E-1,1.194036230E-1,9.698729515E0,9.700547718E0
4.467985456E0,1.489193439E-1,1.199686602E-1,9.701467514E0,9.703352069E0
4.469985456E0,1.457781494E-1,1.120390594E-1,9.706476212E0,9.708217368E0
4.471985456E0,1.510071009E-1,1.074230447E-1,9.717422485E0,9.719189401E0
4.473985456E0,1.550197750E-1,1.089457572E-1,9.719845772E0,9.721692349E0
4.475985456E0,1.538418233E-1,1.239143088E-1,9.714607239E0,9.716615453E0
4.477985456E0,1.544834673E-1,1.166838184E-1,9.714166641E0,9.716095604E0
4.479985456E0,1.423017681E-1,1.078061163E-1,9.710144997E0,9.711786026E0
4.481985456E0,1.579789966E-1,1.027687117E-1,9.724481583E0,9.726307666E0
4.483985456E0,1.541386992E-1,1.021462232E-1,9.727038383E0,9.728795830E0
4.485985456E0,1.666364372E-1,9.515514970E-2,9.718438148E0,9.720332415E0
4.487985456E0,1.607371271E-1,1.010065824E-1,9.718534470E0,9.720388418E0
4.489985456E0,1.658607125E-1,1.112920716E-1,9.725046158E0,9.727097125E0
4.491985456E0,1.573182046E-1,1.116464138E-1,9.727086067E0,9.728998782E0
4.493985456E0,1.609669626E-1,1.065515503E-1,9.731328011E0,9.733242443E0
4.495985456E0,1.650371104E-1,1.100087836E-1,9.737792969E0,9.739812682E0
4.497994831E0,1.610723138E-1,1.084573343E-1,9.728972435E0,9.730910128E0
4.499985456E0,1.619629562E-1,1.032475531E-1,9.719387054E0,9.721284728E0
4.501985456E0,1.698925495E-1,1.058428660E-1,9.713649750E0,9.715711896E0
4.504024518E0,1.694328636E-1,1.052299514E-1,9.701822281E0,9.703872238E0
4.505985456E0,1.587451547E-1,9.677363932E-2,9.699428558E0,9.701210209E0
4.507987018E0,1.548761129E-1,9.867942333E-2,9.704360008E0,9.706097435E0
4.509985456E0,1.631217450E-1,1.044925377E-1,9.702885628E0,9.704819262E0
4.511985456E0,1.753513366E-1,1.182256788E-1,9.718916893E0,9.721217567E0
4.513985456E0,1.802067757E-1,1.056130230E-1,9.719138145E0,9.721382355E0
4.515985456E0,1.850047559E-1,1.131978557E-1,9.722086906E0,9.724505866E0
4.517985456E0,1.773241609E-1,1.121827140E-1,9.726942062E0,9.729205040E0
4.519988581E0,1.784159094E-1,1.209359095E-1,9.720592499E0,9.722981860E0
4.522001081E0,1.682166159E-1,1.177085340E-1,9.723868370E0,9.726035585E0
4.524022956E0,1.668854356E-1,1.108036563E-1,9.728752136E0,9.730814268E0
4.525985456E0,1.762898564E-1,1.072410792E-1,9.728157997E0,9.730346180E0
4.527985456E0,1.768548936E-1,1.133319288E-1,9.724778175E0,9.727046435E0
4.529985456E0,1.787989736E-1,1.082466543E-1,9.714932442E0,9.717180597E0
4.531985456E0,1.738573462E-1,9.548076987E-2,9.720162392E0,9.722185962E0
4.533985456E0,1.718079001E-1,9.217676520E-2,9.719674110E0,9.721629458E0
4.535985456E0,1.821317077E-1,9.045293927E-2,9.711465836E0,9.713594719E0
4.537985456E0,1.664448977E-1,9.979990125E-2,9.716810226E0,9.718748114E0
4.539985456E0,1.603636295E-1,9.753978252E-2,9.720851898E0,9.722663839E0
4.541993268E0,1.681591421E-1,9.292376041E-2,9.720861435E0,9.722759863E0
4.543985456E0,1.683027893E-1,1.076720357E-1,9.712156296E0,9.714211188E0
4.545985456E0,1.812698096E-1,1.085243747E-1,9.718093872E0,9.720390156E0
4.547987018E0,1.712428927E-1,9.370905161E-2,9.723264694E0,9.725223999E0
4.549985456E0,1.667896658E-1,1.097406298E-1,9.717797279E0,9.719848032E0
4.551985456E0,1.673163921E-1,1.058332920E-1,9.706955910E0,9.708974637E0
4.553985456E0,1.602295488E-1,9.450393170E-2,9.696249008E0,9.698033271E0
4.555987018E0,1.618767679E-1,9.096051008E-2,9.699447632E0,9.701224782E0
4.557985456E0,1.626429111E-1,9.733866155E-2,9.706649780E0,9.708500270E0
4.559991706E0,1.544451565E-1,1.022132561E-1,9.710871696E0,9.712637642E0
4.561985456E0,1.565903574E-1,1.063983217E-1,9.714177132E0,9.716021742E0
4.563985456E0,1.430200338E-1,1.096640155E-1,9.717394829E0,9.719065963E0
4.565985456E0,1.530086398E-1,1.082274914E-1,9.714483261E0,9.716290952E0
4.567985456E0,1.528171152E-1,1.143183410E-1,9.712223053E0,9.714097919E0
4.569991706E0,1.747001112E-1,1.107366160E-1,9.722557068E0,9.724756998E0
4.571985456E0,1.692317575E-1,1.067047790E-1,9.723475456E0,9.725533417E0
4.573985456E0,1.598560661E-1,1.140214652E-1,9.717221260E0,9.719204899E0
4.575985456E0,1.607658565E-1,1.058045551E-1,9.712673187E0,9.714579801E0
4.577985456E0,1.551251262E-1,1.021653712E-1,9.708382607E0,9.710159340E0
4.579985456E0,1.573660821E-1,1.060918644E-1,9.703738213E0,9.705593999E0
4.581985456E0,1.509400457E-1,1.129105538E-1,9.715306282E0,9.717134755E0
4.583985456E0,1.516295820E-1,1.140980795E-1,9.712874413E0,9.714727956E0
4.585985456E0,1.598464847E-1,1.172009557E-1,9.729097366E0,9.731116201E0
4.588012018E0,1.618193090E-1,1.153622121E-1,9.729442596E0,9.731471994E0
4.589985456E0,1.530565321E-1,1.239430308E-1,9.738942146E0,9.740933339E0
4.591991706E0,1.491108835E-1,1.201889291E-1,9.732583046E0,9.734467226E0
4.593994831E0,1.539280117E-1,1.152855977E-1,9.720678329E0,9.722580511E0
4.595985456E0,1.506431699E-1,1.181011796E-1,9.717902184E0,9.719787246E0
4.597988581E0,1.507293582E-1,1.195855886E-1,9.720736504E0,9.722640497E0
4.599985456E0,1.548761129E-1,1.116942987E-1,9.727267265E0,9.729141312E0
4.601985456E0,1.565520614E-1,1.140118837E-1,9.722527504E0,9.724456197E0
4.603987018E0,1.623172909E-1,1.163965091E-1,9.719692230E0,9.721744293E0
4.605985456E0,1.615798771E-1,1.182831451E-1,9.712510109E0,9.714574184E0
4.607985456E0,1.653244197E-1,1.147876084E-1,9.711696625E0,9.713781946E0
4.609985456E0,1.700553596E-1,1.081221476E-1,9.716006279E0,9.718095865E0
4.611985456E0,1.657936871E-1,1.105833873E-1,9.704456329E0,9.706502402E0
4.614019831E0,1.630451381E-1,1.045116931E-1,9.707789421E0,9.709720998E0
4.615985456E0,1.727464497E-1,1.056226045E-1,9.710968971E0,9.713079627E0
4.617985456E0,1.735413224E-1,1.206007302E-1,9.707530022E0,9.709830083E0
4.619985456E0,1.694807410E-1,1.095586717E-1,9.704465866E0,9.706563994E0
4.621985456E0,1.781669110E-1,1.202655435E-1,9.721971512E0,9.724347656E0
4.623985456E0,1.765005440E-1,1.120390594E-1,9.713132858E0,9.715382397E0
4.625988581E0,1.768740416E-1,1.177372634E-1,9.708918571E0,9.711243294E0
4.627985456E0,1.675941199E-1,1.242782176E-1,9.713544846E0,9.715785420E0
4.630008893E0,1.626237482E-1,1.276396811E-1,9.709829330E0,9.712029860E0
4.631985456E0,1.550485045E-1,1.196717769E-1,9.700768471E0,9.702745503E0
4.633985456E0,1.549239904E-1,1.122305989E-1,9.696852684E0,9.698739564E0
4.635985456E0,1.587451547E-1,1.124891713E-1,9.702530861E0,9.704481385E0
4.637985456E0,1.644146144E-1,1.171051934E-1,9.709933281E0,9.712031204E0
