"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.100198546E1,1.159176677E-1,1.341519207E-1,9.381430626E0,9.383105788E0
7.100398546E1,1.196047366E-1,1.243931428E-1,9.466395378E0,9.467968124E0
7.100598702E1,1.273332238E-1,1.253795475E-1,9.571846008E0,9.573513973E0
7.100798546E1,1.377049088E-1,1.314321011E-1,9.634458542E0,9.636338954E0
7.100998546E1,1.419474334E-1,1.226884723E-1,9.656802177E0,9.658624634E0
7.101198546E1,1.499153227E-1,1.193461716E-1,9.695559502E0,9.697452870E0
7.101399952E1,1.481340528E-1,1.230811253E-1,9.761227608E0,9.763127423E0
7.101598546E1,1.521946043E-1,1.243739948E-1,9.781673431E0,9.783647950E0
7.101798546E1,1.479616761E-1,1.427423060E-1,9.756113052E0,9.758279045E0
7.101998546E1,1.326675117E-1,1.439872831E-1,9.678915024E0,9.680895054E0
7.102198546E1,1.408077776E-1,1.361726224E-1,9.605911255E0,9.607908245E0
7.102398546E1,1.472721398E-1,1.377719492E-1,9.554445267E0,9.556573369E0
7.102598546E1,1.465347111E-1,1.407694817E-1,9.552385330E0,9.554546246E0
7.102798546E1,1.370249540E-1,1.288272142E-1,9.571223259E0,9.573070926E0
7.102998546E1,1.439202577E-1,1.363354176E-1,9.599159241E0,9.601206097E0
7.103199171E1,1.480574310E-1,1.432498842E-1,9.667489052E0,9.669683868E0
7.103398546E1,1.562551707E-1,1.423209161E-1,9.720890045E0,9.723187450E0
7.103598546E1,1.692317575E-1,1.351478994E-1,9.761744499E0,9.764146661E0
7.103798702E1,1.777838469E-1,1.325047016E-1,9.804955482E0,9.807462292E0
7.103998546E1,1.848994195E-1,1.198633090E-1,9.868114471E0,9.870574362E0
7.104198546E1,1.888737828E-1,1.151419431E-1,9.943100929E0,9.945561174E0
7.104398546E1,1.919000596E-1,1.116559878E-1,9.985726357E0,9.988194209E0
7.104598546E1,1.995519251E-1,1.108323857E-1,9.991750717E0,9.994357767E0
7.104799483E1,1.937388033E-1,1.024909914E-1,9.977433205E0,9.979840303E0
7.105001514E1,1.882800162E-1,9.997228533E-2,9.958509445E0,9.960790842E0
7.105198546E1,1.900804639E-1,8.814492822E-2,9.929165840E0,9.931376259E0
7.105399171E1,1.910668761E-1,9.753019363E-2,9.906832695E0,9.909154996E0
7.105598858E1,1.761270612E-1,9.433154762E-2,9.876819611E0,9.878840256E0
7.105799483E1,1.672206223E-1,8.830773830E-2,9.842380524E0,9.844197040E0
7.105998546E1,1.579789966E-1,9.060616791E-2,9.818975449E0,9.820664219E0
7.106198546E1,1.453471929E-1,8.224561065E-2,9.797035217E0,9.798458511E0
7.106398546E1,1.388924271E-1,8.277233690E-2,9.761858940E0,9.763197854E0
7.106598546E1,1.481723487E-1,8.590395004E-2,9.706055641E0,9.707566670E0
7.106798546E1,1.364886463E-1,8.668925613E-2,9.656112671E0,9.657466339E0
7.106998546E1,1.391701549E-1,9.135315567E-2,9.622315407E0,9.623755375E0
7.107198546E1,1.428284943E-1,1.033050120E-1,9.594437599E0,9.596056729E0
7.107398546E1,1.383752674E-1,1.156399399E-1,9.582879066E0,9.584575709E0
7.107598546E1,1.309915632E-1,1.297657341E-1,9.578587532E0,9.580362052E0
7.107798546E1,1.272374541E-1,1.321599334E-1,9.579287529E0,9.581044055E0
7.107998546E1,1.270459145E-1,1.420240551E-1,9.599043846E0,9.600935072E0
7.108198546E1,1.353202760E-1,1.324280798E-1,9.601544380E0,9.603411022E0
7.108398546E1,1.414398700E-1,1.233492717E-1,9.606121063E0,9.607954109E0
7.108600733E1,1.467932910E-1,1.205815747E-1,9.625140190E0,9.627014691E0
7.108799639E1,1.548473835E-1,1.233684272E-1,9.659914017E0,9.661942677E0
7.108998858E1,1.447917521E-1,1.265000403E-1,9.676280975E0,9.678190969E0
7.109198546E1,1.410759389E-1,1.199782342E-1,9.703440666E0,9.705207775E0
7.109398702E1,1.570117474E-1,1.172296926E-1,9.715794563E0,9.717770294E0
7.109598546E1,1.676994562E-1,1.203421578E-1,9.736260414E0,9.738448141E0
7.109799952E1,1.747480035E-1,1.235695407E-1,9.757808685E0,9.760155564E0
7.109998546E1,1.835873872E-1,1.293251961E-1,9.763429642E0,9.766011863E0
7.110198546E1,1.823232472E-1,1.163581982E-1,9.771330833E0,9.773724329E0
7.110398702E1,1.840949506E-1,1.217116416E-1,9.781998634E0,9.784487823E0
7.110598546E1,1.845929623E-1,1.200548485E-1,9.789756775E0,9.792232914E0
7.110798546E1,1.872265786E-1,1.271129549E-1,9.799945831E0,9.802558329E0
7.110998546E1,1.774294972E-1,1.090415195E-1,9.804619789E0,9.806831317E0
7.111198546E1,1.747767180E-1,9.563399851E-2,9.794879913E0,9.796905903E0
7.111398546E1,1.735604703E-1,9.742485732E-2,9.775122643E0,9.777148742E0
7.111599014E1,1.752747148E-1,1.031709388E-1,9.774003029E0,9.776118896E0
7.111799483E1,1.726123691E-1,9.745357931E-2,9.759791374E0,9.761804131E0
7.111998546E1,1.839704663E-1,1.087159142E-1,9.744266510E0,9.746609364E0
7.112198546E1,1.854452789E-1,9.783665836E-2,9.732698441E0,9.734956646E0
7.112398546E1,1.659086049E-1,9.512642026E-2,9.720363617E0,9.722244779E0
7.112598546E1,1.600380242E-1,1.009682789E-1,9.716685295E0,9.718527660E0
7.112798546E1,1.584099531E-1,1.010353118E-1,9.697867393E0,9.699687306E0
7.112998546E1,1.509591937E-1,9.431239218E-2,9.675199509E0,9.676836727E0
7.113198858E1,1.547037363E-1,9.907206893E-2,9.663640022E0,9.665386024E0
7.113398546E1,1.538801342E-1,1.063025594E-1,9.661044121E0,9.662854280E0
7.113598546E1,1.420815140E-1,1.046745032E-1,9.659828186E0,9.661440084E0
7.113798546E1,1.509113163E-1,1.027974486E-1,9.667298317E0,9.669022613E0
7.113998546E1,1.568010598E-1,1.029506773E-1,9.668149948E0,9.669969433E0
7.114198546E1,1.565424800E-1,1.052969918E-1,9.688108444E0,9.689945213E0
7.114398546E1,1.478754729E-1,9.547118098E-2,9.693529129E0,9.695127069E0
7.114598546E1,1.514763534E-1,1.047128066E-1,9.696315765E0,9.698064203E0
7.114799639E1,1.603827775E-1,1.057566777E-1,9.689947128E0,9.691851343E0
7.114998546E1,1.565999389E-1,1.056417525E-1,9.694486618E0,9.696326857E0
7.115198546E1,1.524244547E-1,1.153430641E-1,9.711016655E0,9.712897699E0
7.115398546E1,1.538897157E-1,1.137533113E-1,9.719826698E0,9.721710390E0
7.115599171E1,1.536790133E-1,1.162337065E-1,9.722441673E0,9.724350858E0
7.115798546E1,1.608520448E-1,1.109090000E-1,9.728829384E0,9.730791097E0
7.115998546E1,1.592048407E-1,1.078923047E-1,9.736087799E0,9.737987090E0
7.116198546E1,1.572990566E-1,1.131595448E-1,9.735848427E0,9.737776577E0
7.116398546E1,1.605934799E-1,1.182639822E-1,9.739335060E0,9.741376907E0
7.116598546E1,1.483351588E-1,1.104971990E-1,9.736978531E0,9.738735229E0
7.116799171E1,1.534300297E-1,1.118666828E-1,9.738109589E0,9.739960641E0
7.116998546E1,1.713290662E-1,1.175074130E-1,9.738942146E0,9.741157825E0
7.117198546E1,1.655829996E-1,1.208976060E-1,9.741307259E0,9.743464531E0
7.117398546E1,1.672397703E-1,1.216350272E-1,9.736509323E0,9.738705151E0
7.117598858E1,1.496663392E-1,1.354830861E-1,9.733263016E0,9.735356419E0
7.117798702E1,1.473870575E-1,1.262031645E-1,9.726023674E0,9.727959020E0
7.117998702E1,1.563222259E-1,1.276013702E-1,9.719032288E0,9.721126856E0
7.118198702E1,1.583812237E-1,1.277450323E-1,9.720497131E0,9.722626594E0
7.118398546E1,1.526830345E-1,1.269597262E-1,9.720411301E0,9.722439341E0
7.118598546E1,1.545217782E-1,1.217690930E-1,9.714080811E0,9.716072802E0
7.118798858E1,1.602486968E-1,1.240196452E-1,9.699839592E0,9.701955918E0
7.118998546E1,1.556326896E-1,1.237036139E-1,9.708870888E0,9.710906139E0
7.119198546E1,1.540716738E-1,1.213477179E-1,9.704207420E0,9.706189005E0
7.119398546E1,1.494939625E-1,1.303116083E-1,9.708430290E0,9.710455615E0
7.119598702E1,1.583046168E-1,1.294305474E-1,9.704196930E0,9.706351048E0
7.119799639E1,1.647306532E-1,1.237036139E-1,9.715976715E0,9.718160438E0
7.119998546E1,1.554794610E-1,1.214051843E-1,9.714282036E0,9.716284709E0
7.120198546E1,1.500494033E-1,1.267011613E-1,9.709282875E0,9.711268813E0
7.120398546E1,1.438532174E-1,1.220085248E-1,9.714674950E0,9.716506018E0
7.120599014E1,1.443224847E-1,1.208305731E-1,9.720784187E0,9.722606349E0
7.120798546E1,1.536598653E-1,1.202559695E-1,9.714396477E0,9.716355889E0
7.120998546E1,1.550963968E-1,1.283483654E-1,9.711514473E0,9.713600854E0
7.121198546E1,1.583046168E-1,1.295454651E-1,9.723906517E0,9.726057800E0
7.121401514E1,1.649317592E-1,1.164348125E-1,9.729374886E0,9.731469325E0
7.121598546E1,1.594729871E-1,1.123072132E-1,9.735800743E0,9.737754395E0
7.121798546E1,1.589079648E-1,1.136192307E-1,9.731175423E0,9.733135989E0
7.121998546E1,1.662246436E-1,1.210412607E-1,9.731012344E0,9.733184621E0
7.122198546E1,1.614362299E-1,1.205528378E-1,9.729307175E0,9.731393155E0
7.122398546E1,1.563988328E-1,1.239334568E-1,9.725783348E0,9.727830274E0
7.122598546E1,1.534108669E-1,1.168370470E-1,9.724337578E0,9.726249386E0
7.122798546E1,1.550389230E-1,1.269405782E-1,9.726491928E0,9.728555710E0
7.122998546E1,1.546750069E-1,1.212902591E-1,9.720027924E0,9.722015147E0
7.123199327E1,1.538897157E-1,1.198250055E-1,9.716876984E0,9.718834210E0
7.123398546E1,1.442171335E-1,1.299381107E-1,9.725448608E0,9.727385729E0
7.123598546E1,1.436616778E-1,1.403193623E-1,9.723456383E0,9.725529920E0
7.123798546E1,1.393521130E-1,1.261552721E-1,9.720286369E0,9.722103747E0
7.123998702E1,1.440064460E-1,1.322939992E-1,9.718715668E0,9.720682784E0
7.124198546E1,1.499057561E-1,1.208114177E-1,9.716829300E0,9.718736481E0
7.124398546E1,1.516870409E-1,1.164827049E-1,9.716217041E0,9.718099133E0
7.124598546E1,1.504229009E-1,1.107174605E-1,9.713505745E0,9.715301295E0
7.124801827E1,1.382412165E-1,1.173254624E-1,9.711092949E0,9.712785500E0
7.124999483E1,1.519360393E-1,1.087733656E-1,9.711907387E0,9.713704818E0
7.125198546E1,1.528458446E-1,1.073751599E-1,9.720918655E0,9.722713139E0
7.125398546E1,1.560349166E-1,1.199495122E-1,9.715306282E0,9.717299570E0
7.125598546E1,1.546654403E-1,1.214722171E-1,9.713668823E0,9.715659468E0
7.125798546E1,1.560923755E-1,1.194515079E-1,9.703757286E0,9.705747728E0
7.125999327E1,1.638495922E-1,1.099034324E-1,9.713171005E0,9.715174545E0
7.126198546E1,1.672110409E-1,1.071261615E-1,9.715210915E0,9.717240280E0
7.126398546E1,1.703809649E-1,1.067430899E-1,9.718132019E0,9.720211608E0
7.126599014E1,1.770272702E-1,1.055555642E-1,9.721521378E0,9.723706008E0
7.126798546E1,1.674792022E-1,9.320148826E-2,9.716244698E0,9.718134946E0
7.126998546E1,1.584482789E-1,9.083601087E-2,9.729834557E0,9.731548568E0
7.127199171E1,1.676132679E-1,9.704178572E-2,9.729249954E0,9.731177523E0
7.127399796E1,1.709077060E-1,9.873687476E-2,9.720401764E0,9.722405508E0
7.127598702E1,1.617809832E-1,9.093178064E-2,9.721378326E0,9.723149605E0
7.127798702E1,1.757056713E-1,1.027878672E-1,9.719807625E0,9.721939009E0
7.127998546E1,1.705820709E-1,1.158985123E-1,9.718725204E0,9.720913039E0
7.128199327E1,1.687050313E-1,1.212136447E-1,9.727488518E0,9.729706419E0
7.128398546E1,1.642326713E-1,1.192216650E-1,9.726119041E0,9.728236109E0
7.128598546E1,1.672206223E-1,1.139640063E-1,9.731136322E0,9.733240193E0
7.128798546E1,1.705533415E-1,1.189918220E-1,9.734708786E0,9.736929837E0
7.129001514E1,1.616277546E-1,1.194323599E-1,9.728225708E0,9.730301282E0
7.129199171E1,1.709843129E-1,1.349946707E-1,9.728694916E0,9.731133745E0
7.129398546E1,1.676419973E-1,1.285303235E-1,9.729058266E0,9.731351326E0
7.129598546E1,1.591665298E-1,1.260020435E-1,9.728867531E0,9.730985250E0
7.129799014E1,1.520413756E-1,1.273619533E-1,9.723839760E0,9.725862292E0
7.129998546E1,1.557476074E-1,1.150844842E-1,9.710622787E0,9.712553561E0
7.130198546E1,1.486607641E-1,1.120965257E-1,9.721732140E0,9.723514871E0
7.130398546E1,1.487948447E-1,1.180916056E-1,9.720985413E0,9.722841299E0
7.130598858E1,1.426561177E-1,1.104014292E-1,9.696430206E0,9.698107959E0
7.130798546E1,1.380879879E-1,1.121156737E-1,9.700558662E0,9.702189267E0
7.130998546E1,1.417942047E-1,1.313171685E-1,9.712950706E0,9.714873196E0
7.131199796E1,1.361151636E-1,1.316906810E-1,9.724097252E0,9.725941453E0
7.131399639E1,1.473487616E-1,1.215105206E-1,9.726607323E0,9.728482229E0
7.131599952E1,1.516104341E-1,1.272278726E-1,9.726932526E0,9.728945935E0
7.131800108E1,1.494652182E-1,1.152377203E-1,9.728666306E0,9.730496784E0
7.131998546E1,1.451843828E-1,1.248815581E-1,9.718667984E0,9.720554577E0
7.132198546E1,1.475785971E-1,1.226980537E-1,9.712251663E0,9.714147756E0
7.132398546E1,1.480957270E-1,1.210508347E-1,9.712768555E0,9.714651751E0
7.132598546E1,1.452897340E-1,1.106025428E-1,9.723839760E0,9.725554056E0
7.132798546E1,1.547420472E-1,1.129297018E-1,9.721503258E0,9.723390551E0
7.132998546E1,1.625279784E-1,1.135234684E-1,9.726894379E0,9.728914491E0
7.133198858E1,1.706586927E-1,1.064078957E-1,9.726932526E0,9.729011429E0
7.133398546E1,1.679005772E-1,1.104780436E-1,9.727412224E0,9.729488402E0
7.133598546E1,1.764813960E-1,1.178426072E-1,9.724662781E0,9.726977884E0
7.133798546E1,1.761462092E-1,1.151515245E-1,9.719596863E0,9.721874847E0
7.133998546E1,1.760600060E-1,1.169232354E-1,9.721962929E0,9.724259939E0
7.134198546E1,1.792682558E-1,1.138873920E-1,9.721282005E0,9.723601764E0
7.134398546E1,1.781477630E-1,1.132840514E-1,9.732621193E0,9.734910641E0
7.134598546E1,1.683027893E-1,1.195472777E-1,9.731433868E0,9.733623298E0
7.134799171E1,1.552496254E-1,1.340082586E-1,9.728216171E0,9.730377718E0
7.134998546E1,1.529703438E-1,1.288080513E-1,9.717452049E0,9.719509544E0
7.135198546E1,1.602391303E-1,1.186470538E-1,9.712874413E0,9.714920641E0
7.135398546E1,1.576055139E-1,1.301966906E-1,9.723120689E0,9.725269488E0
7.135598546E1,1.538226753E-1,1.120869443E-1,9.725917816E0,9.727779925E0
7.135798546E1,1.520509571E-1,1.116081104E-1,9.724635124E0,9.726464114E0
7.135998546E1,1.489672214E-1,1.202176586E-1,9.723255157E0,9.725139299E0
7.136198546E1,1.479712427E-1,1.109760329E-1,9.719875336E0,9.721635033E0
7.136398858E1,1.445523202E-1,1.156878248E-1,9.718801498E0,9.720564881E0
7.136598546E1,1.528266817E-1,1.034869775E-1,9.725792885E0,9.727544027E0
7.136798546E1,1.433935314E-1,1.019259542E-1,9.719568253E0,9.721160302E0
7.136998546E1,1.390935332E-1,1.064653620E-1,9.716666222E0,9.718244921E0
7.137198546E1,1.382890940E-1,1.016673818E-1,9.708707809E0,9.710224892E0
7.137398546E1,1.409514397E-1,1.079880744E-1,9.717691422E0,9.719313520E0
7.137598546E1,1.599230915E-1,1.142800376E-1,9.720947266E0,9.722934283E0
7.137799796E1,1.563030630E-1,1.134468541E-1,9.727938652E0,9.729855665E0
7.137998546E1,1.570021659E-1,1.151802540E-1,9.715843201E0,9.717794260E0
7.138200264E1,1.584386975E-1,1.160804778E-1,9.718102455E0,9.720087079E0
7.138398546E1,1.481627822E-1,1.138011962E-1,9.717863083E0,9.719658730E0
7.138598546E1,1.466687918E-1,1.088021025E-1,9.718840599E0,9.720556168E0
7.138798546E1,1.496280432E-1,1.148929521E-1,9.728484154E0,9.730313092E0
7.138998546E1,1.582184285E-1,1.155058667E-1,9.723954201E0,9.725927204E0
7.139198546E1,1.609286666E-1,1.133415103E-1,9.710269928E0,9.712264741E0
7.139398546E1,1.638304293E-1,1.129105538E-1,9.720277786E0,9.722313996E0
7.139598546E1,1.700553596E-1,1.121539846E-1,9.723150253E0,9.725283964E0
7.139798546E1,1.604498178E-1,1.108994186E-1,9.719626427E0,9.721583240E0
7.139998546E1,1.566765606E-1,1.126807109E-1,9.721110344E0,9.723025805E0
7.140198546E1,1.588888019E-1,1.063791737E-1,9.724624634E0,9.726504328E0
7.140398702E1,1.635431349E-1,1.171722338E-1,9.707769394E0,9.709853876E0
7.140598546E1,1.538035125E-1,1.179766878E-1,9.716225624E0,9.718159002E0
7.140798546E1,1.499823779E-1,1.138107777E-1,9.713890076E0,9.715714488E0
7.140998546E1,1.645391285E-1,1.049139202E-1,9.710871696E0,9.712832190E0
7.141198546E1,1.671727449E-1,1.062259451E-1,9.718572617E0,9.720590742E0
7.141398546E1,1.623556018E-1,1.155441776E-1,9.716781616E0,9.718824763E0
7.141599796E1,1.555943787E-1,1.126040965E-1,9.723245621E0,9.725142400E0
7.141798702E1,1.695382148E-1,1.129105538E-1,9.721790314E0,9.723924049E0
7.141998546E1,1.640794426E-1,1.111771464E-1,9.712395668E0,9.714417740E0
7.142198546E1,1.642518193E-1,1.218648702E-1,9.716781616E0,9.718933824E0
7.142399014E1,1.679963320E-1,1.194036230E-1,9.716569901E0,9.718755611E0
7.142598546E1,1.632175148E-1,1.139448434E-1,9.730035782E0,9.732071707E0
7.142798546E1,1.651807725E-1,1.194419339E-1,9.710078239E0,9.712217588E0
7.142998546E1,1.693370938E-1,1.098268181E-1,9.713266373E0,9.715363123E0
7.143198546E1,1.645678431E-1,1.199399233E-1,9.718687057E0,9.720820247E0
7.143398546E1,1.642039269E-1,1.255327761E-1,9.718323708E0,9.720521441E0
7.143599171E1,1.774199158E-1,1.291145086E-1,9.721809387E0,9.724285380E0
7.143803389E1,1.710034609E-1,1.329165101E-1,9.722766876E0,9.725178904E0
7.143998546E1,1.655925661E-1,1.390360892E-1,9.728905678E0,9.731308115E0
7.144205108E1,1.557763368E-1,1.346690506E-1,9.725611687E0,9.727791358E0
7.144398546E1,1.511603296E-1,1.249677539E-1,9.720956802E0,9.722935130E0
7.144598546E1,1.605838984E-1,1.262031645E-1,9.726799011E0,9.728943079E0
7.144798546E1,1.663108170E-1,1.246612966E-1,9.728531837E0,9.730751843E0
7.144999952E1,1.671823114E-1,1.310681701E-1,9.726109505E0,9.728429210E0
7.145198546E1,1.609382331E-1,1.298136115E-1,9.724184990E0,9.726383007E0
7.145398546E1,1.552975029E-1,1.185608655E-1,9.719654083E0,9.721617638E0
7.145598546E1,1.534970552E-1,1.126424000E-1,9.706448555E0,9.708315673E0
7.145798546E1,1.551442742E-1,1.148642227E-1,9.711016655E0,9.712935087E0
7.146002764E1,1.539950520E-1,1.223820150E-1,9.724164963E0,9.726154227E0
7.146198546E1,1.581418216E-1,1.269214153E-1,9.730696678E0,9.732809241E0
7.146398546E1,1.625950336E-1,1.145003065E-1,9.730466843E0,9.732498777E0
7.146598702E1,1.549814641E-1,1.195951626E-1,9.712424278E0,9.714396925E0
7.146798546E1,1.579023898E-1,1.131116673E-1,9.717442513E0,9.719383540E0
7.146998546E1,1.534396112E-1,1.110334992E-1,9.716282845E0,9.718128650E0
7.147198546E1,1.522712260E-1,1.153239086E-1,9.724308968E0,9.726184814E0
7.147398546E1,1.659756303E-1,1.135234684E-1,9.712798119E0,9.714879453E0
7.147598546E1,1.685613692E-1,1.149695665E-1,9.718448639E0,9.720590254E0
7.147798546E1,1.569159925E-1,1.091660261E-1,9.715622902E0,9.717503189E0
7.147998546E1,1.525298059E-1,1.136288121E-1,9.716819763E0,9.718681143E0
7.148198546E1,1.538992971E-1,1.127285883E-1,9.707902908E0,9.709777114E0
7.148398546E1,1.630547196E-1,1.217882559E-1,9.709387779E0,9.711520492E0
7.148598546E1,1.554698795E-1,1.267586201E-1,9.720429420E0,9.722498997E0
7.148798702E1,1.603636295E-1,1.233971566E-1,9.735532761E0,9.737635313E0
7.148999014E1,1.610052735E-1,1.110909581E-1,9.730121613E0,9.732087674E0
7.149198546E1,1.646253020E-1,1.082562283E-1,9.726693153E0,9.728688534E0
7.149398546E1,1.637155116E-1,1.049426496E-1,9.727267265E0,9.729210871E0
7.149598546E1,1.626237482E-1,1.130829304E-1,9.724298477E0,9.726315598E0
7.149798858E1,1.565807909E-1,1.122210249E-1,9.719875336E0,9.721784180E0
7.149999014E1,1.564946026E-1,1.094437465E-1,9.719798088E0,9.721673897E0
7.150198546E1,1.507772505E-1,1.176989600E-1,9.725180626E0,9.727061480E0
7.150398546E1,1.583812237E-1,1.056704894E-1,9.720784187E0,9.722648614E0
7.150598546E1,1.604306698E-1,1.077199280E-1,9.708804131E0,9.710727019E0
7.150798546E1,1.704480201E-1,1.050096899E-1,9.721454620E0,9.723515799E0
7.150999327E1,1.593580693E-1,1.090127975E-1,9.728417397E0,9.730333182E0
7.151198546E1,1.523861587E-1,1.084477603E-1,9.731261253E0,9.733058514E0
7.151402296E1,1.528649926E-1,1.055268347E-1,9.720085144E0,9.721859844E0
7.151600421E1,1.538609713E-1,1.028261706E-1,9.730284691E0,9.732044317E0
7.151798546E1,1.543302387E-1,9.483911842E-2,9.725496292E0,9.727183066E0
7.151998546E1,1.624322236E-1,1.028644815E-1,9.732324600E0,9.734223516E0
7.152198546E1,1.640123874E-1,1.035252810E-1,9.722220421E0,9.724154845E0
7.152398546E1,1.705533415E-1,9.957963228E-2,9.717356682E0,9.719363427E0
7.152598546E1,1.644529253E-1,9.938810021E-2,9.718236923E0,9.720136401E0
7.152798546E1,1.599422395E-1,1.192408204E-1,9.711925507E0,9.713974312E0
7.152998546E1,1.640985906E-1,1.195760146E-1,9.707932472E0,9.710055595E0
7.153198546E1,1.606413573E-1,1.290187389E-1,9.712156296E0,9.714341532E0
7.153398546E1,1.672876626E-1,1.263659596E-1,9.716149330E0,9.718410946E0
7.153598546E1,1.722005606E-1,1.270363331E-1,9.721779823E0,9.724134625E0
7.153798546E1,1.765867472E-1,1.303977966E-1,9.725275993E0,9.727753061E0
7.154001202E1,1.706778556E-1,1.334719509E-1,9.722517967E0,9.724931944E0
7.154199796E1,1.686284244E-1,1.261265427E-1,9.720132828E0,9.722413571E0
7.154398546E1,1.668088287E-1,1.203421578E-1,9.723551750E0,9.725727020E0
7.154598546E1,1.683027893E-1,1.150844842E-1,9.722163200E0,9.724300878E0
7.154798546E1,1.635144055E-1,1.152185574E-1,9.726453781E0,9.728510443E0
7.154998546E1,1.575672030E-1,1.184746772E-1,9.721167564E0,9.723166279E0
7.155198546E1,1.532768011E-1,1.170381531E-1,9.715373993E0,9.717287869E0
7.155398546E1,1.459026486E-1,1.083328426E-1,9.715968132E0,9.717667433E0
7.155599639E1,1.452131122E-1,1.081413031E-1,9.725295067E0,9.726980288E0
7.155798546E1,1.619246453E-1,1.200740039E-1,9.728752136E0,9.730840431E0
7.156003389E1,1.679867655E-1,1.183501780E-1,9.719213486E0,9.721385554E0
7.156198546E1,1.601720899E-1,1.267681867E-1,9.722125053E0,9.724270709E0
7.156399796E1,1.693083644E-1,1.210508347E-1,9.719644547E0,9.721872697E0
7.156603077E1,1.664353162E-1,1.051820666E-1,9.712798119E0,9.714793424E0
7.156799483E1,1.652573794E-1,1.085148007E-1,9.720612526E0,9.722622760E0
7.156999014E1,1.599422395E-1,1.148354858E-1,9.724922180E0,9.726915242E0
7.157198546E1,1.590228677E-1,1.113686860E-1,9.723332405E0,9.725270398E0
7.157398546E1,1.643379927E-1,1.145098805E-1,9.720094681E0,9.722158201E0
7.157598858E1,1.623939127E-1,1.069346219E-1,9.719118118E0,9.721062894E0
7.157800264E1,1.570787877E-1,1.111675724E-1,9.723226547E0,9.725130666E0
7.158000108E1,1.556422561E-1,1.121348366E-1,9.725563049E0,9.727454722E0
7.158198546E1,1.497620940E-1,1.065515503E-1,9.723762512E0,9.725499438E0
7.158398546E1,1.577491611E-1,1.056609079E-1,9.725505829E0,9.727358976E0
7.158598546E1,1.585153043E-1,1.099992096E-1,9.719701767E0,9.721616603E0
7.158798702E1,1.598943621E-1,1.324663907E-1,9.724413872E0,9.726630388E0
7.158998702E1,1.663778722E-1,1.373984516E-1,9.718725204E0,9.721120282E0
7.159198546E1,1.628919095E-1,1.297848821E-1,9.720027924E0,9.722259034E0
7.159399171E1,1.649317592E-1,1.285111755E-1,9.724222183E0,9.726469795E0
7.159598546E1,1.750352979E-1,1.120294854E-1,9.716753006E0,9.718975097E0
7.159799014E1,1.707257330E-1,1.026537940E-1,9.711321831E0,9.713364854E0
7.159999327E1,1.596741080E-1,1.023473367E-1,9.711208344E0,9.713060192E0
7.160198546E1,1.635622829E-1,1.030177101E-1,9.715412140E0,9.717334939E0
7.160398546E1,1.666843295E-1,1.046266183E-1,9.712653160E0,9.714646767E0
7.160599327E1,1.567340195E-1,1.144811511E-1,9.703862190E0,9.705803053E0
7.160798546E1,1.556901485E-1,1.077582315E-1,9.701017380E0,9.702865013E0
7.160998546E1,1.434318423E-1,1.089744866E-1,9.723197937E0,9.724866387E0
7.161198546E1,1.503654420E-1,1.073081195E-1,9.723015785E0,9.724770473E0
7.161398546E1,1.530469507E-1,1.053831801E-1,9.720094681E0,9.721870684E0
7.161598546E1,1.625758708E-1,1.057375222E-1,9.718102455E0,9.720037380E0
7.161798546E1,1.631121635E-1,1.030081362E-1,9.712863922E0,9.714779556E0
7.161998546E1,1.576821357E-1,1.083615720E-1,9.715038300E0,9.716922097E0
7.162198546E1,1.690976769E-1,1.127381697E-1,9.723792076E0,9.725915703E0
7.162398546E1,1.656308770E-1,1.082658023E-1,9.709014893E0,9.711031112E0
7.162598546E1,1.521658748E-1,1.027974486E-1,9.705748558E0,9.707485609E0
7.162798546E1,1.588696390E-1,1.029219404E-1,9.710709572E0,9.712554395E0
7.162999327E1,1.617618352E-1,1.028644815E-1,9.717336655E0,9.719227318E0
7.163199171E1,1.575289071E-1,1.008725017E-1,9.722919464E0,9.724718686E0
7.163398546E1,1.532576382E-1,1.039753929E-1,9.719472885E0,9.721237162E0
7.163598546E1,1.520509571E-1,1.016482264E-1,9.720851898E0,9.722572370E0
7.163798546E1,1.500877291E-1,9.558610618E-2,9.708707809E0,9.710338324E0
7.163998546E1,1.612830013E-1,9.511684626E-2,9.720171928E0,9.721975197E0
7.164199639E1,1.477509737E-1,1.122305989E-1,9.720257759E0,9.722028439E0
7.164398546E1,1.476839483E-1,1.156207919E-1,9.719980240E0,9.721789680E0
7.164601827E1,1.495801359E-1,1.240388006E-1,9.724510193E0,9.726451477E0
7.164798858E1,1.528075188E-1,1.156686693E-1,9.722891808E0,9.724780434E0
7.164998546E1,1.446289420E-1,1.159080938E-1,9.718514442E0,9.720281641E0
7.165198546E1,1.485841572E-1,1.226214394E-1,9.720458984E0,9.722367826E0
7.165398546E1,1.666747481E-1,1.299572736E-1,9.719864845E0,9.722162413E0
7.165598546E1,1.636867821E-1,1.231385767E-1,9.720823288E0,9.722981120E0
7.165798546E1,1.622981429E-1,1.281759739E-1,9.723676682E0,9.725875692E0
7.165998546E1,1.654201746E-1,1.155633256E-1,9.722134590E0,9.724228489E0
7.166198546E1,1.677760780E-1,1.219031736E-1,9.712366104E0,9.714579998E0
