t_s,vx,vy,vz
5.282171999999998,52.23312854772897,0.736937120780986,-0.6407658758963014
5.287176999999999,52.28295050216543,0.7446546627474139,-0.637231169661289
5.292181999999999,52.33094209089444,0.753410412147893,-0.6336364514358696
5.297186999999998,52.3775714074412,0.7630183318121609,-0.6296456540737595
5.302191999999999,52.42340256451555,0.7729623186227137,-0.624610648078555
5.307196999999999,52.468687612477176,0.7829903222198354,-0.6184414154646465
5.312201999999998,52.513798625666624,0.7930783378073648,-0.6115040293735198
5.317206999999999,52.558543565714594,0.8029683138265507,-0.6038104922032551
5.322211999999999,52.60249034629013,0.8128582898457347,-0.5944066133063731
5.327216999999998,52.64585501055871,0.8232403641862617,-0.5835624466397071
5.332221999999999,52.68911165324457,0.8340905320519704,-0.5726942751768761
5.337226999999999,52.73282438705751,0.845072726296574,-0.5621021588699223
5.342231999999998,52.77738929113425,0.8560129121478923,-0.5518401085102107
5.347236999999999,52.82326245660188,0.8666410356490927,-0.5422982020353895
5.352241999999999,52.871068008160634,0.8764049864884206,-0.5334404322512173
5.357246999999998,52.921082000966386,0.8849386915243913,-0.5251767811720811
5.362251999999999,52.97287834988725,0.8924581939224737,-0.5179213315317924
5.367256999999999,53.02573090983929,0.8997256459608426,-0.5121841852488191
5.372261999999998,53.079615676026336,0.9068430680231923,-0.5077733039538553
5.377266999999999,53.13494673118222,0.9127482478793081,-0.5041545809322722
5.382271999999999,53.191748080103075,0.917129123179068,-0.5010399586301141
5.387276999999998,53.249629644851275,0.9208318629872213,-0.4979373387260375
5.392281999999999,53.308075322309314,0.9239524864884208,-0.49420459292267976
5.397286999999999,53.36643098178173,0.9263109577114422,-0.48954766246704456
5.402291999999998,53.42377243861626,0.9287234397258306,-0.483972548558172
5.407296999999999,53.47941555612226,0.9319880920040085,-0.4774432440018163
5.412301999999999,53.53312628753713,0.9360208977594039,-0.46999575599222443
5.417306999999998,53.58509667123017,0.9403657658649193,-0.4618101205006182
5.422311999999999,53.6357827983285,0.9446146147857831,-0.4531743950809529
5.427316999999999,53.68552073597838,0.9484913893661187,-0.44444865167567765
5.432321999999998,53.73440050216543,0.9519180740183967,-0.43616099580037837
5.437326999999999,53.78218805012706,0.9548406579512507,-0.428743513785989
5.442331999999999,53.82848730072658,0.957409171140699,-0.42229222481716444
5.447336999999998,53.873232240774534,0.9600196927234327,-0.4167051085102103
5.452341999999999,53.91674693501914,0.9628702622677975,-0.41183213488910664
5.457346999999999,53.959343445810504,0.9659308737785887,-0.40737324400181674
5.462351999999999,54.00099176715344,0.969183523658685,-0.40319040827040137
5.467356999999999,54.0421299865779,0.9731863234188766,-0.3994156540737589
5.472361999999999,54.08373629952754,0.9782873426035286,-0.395910953833951
5.477366999999999,54.12616477674577,0.984150514066359,-0.3921782080305932
5.482371999999999,54.169415418232575,0.9901577143061668,-0.38732323800661267
5.487376999999999,54.21366825995919,0.9958348485987325,-0.3808119370473804
5.492381999999999,54.258839285139054,1.0014279661047283,-0.37289035431356654
5.497386999999999,54.304766461398046,1.0069970788145601,-0.363708519781193
5.502391999999999,54.351605819911235,1.0120920968001714,-0.35339845982915524
5.507396999999999,54.39936336187767,1.0161849145459754,-0.3427103243375473
5.512401999999999,54.44794906931172,1.018849446920076,-0.33266431714330325
5.517406999999999,54.49750697099037,1.0200256819320663,-0.32408260251500637
5.522411999999999,54.548025064515556,1.0199896747378216,-0.31739126558454994
5.527416999999999,54.599125274347685,1.0191615092701958,-0.31287836390589313
5.532421999999999,54.65029749856831,1.0179552682630015,-0.3108919670233992
5.537426999999999,54.70124167722539,1.0165929960807472,-0.3115520989178837
5.542431999999999,54.752065831901646,1.0150206819320662,-0.3147927463998979
5.547436999999999,54.80278796619421,1.0131723126275098,-0.32042187110013737
5.552441999999999,54.852993997369275,1.010843847399692,-0.327677320740426
5.557446999999999,54.90254589784889,1.0076332059128816,-0.3356949226588907
5.562451999999999,54.95138365564265,1.0041585116682776,-0.3444386696612883
5.567456999999999,54.99909318801676,1.001325945721035,-0.3537465293735196
5.572461999999999,55.04536243262107,0.9991715152653997,-0.3630663914838308
5.577466999999999,55.09005336187766,0.997671215505208,-0.3720801924430629
5.582471999999999,55.13337001655392,0.9969090632270304,-0.380487872299179
5.587476999999999,55.175750484179815,0.9969510716203158,-0.38806738668766777
5.592481999999999,55.217380801925614,0.9978032418841047,-0.39475872361812303
5.597486999999999,55.25822496259708,0.9994055620279898,-0.4005018711001381
5.602491999999999,55.29830697099037,1.0017580320519706,-0.40493675719126493
5.607496999999999,55.33780086187765,1.0048006399656395,-0.4081233938819122
5.612501999999999,55.37697668921579,1.0087134217402203,-0.41086594184354325
5.617506999999999,55.41548638346039,1.01356239056516,-0.4133324346492985
5.622511999999999,55.45334194700955,1.0196896147857832,-0.4150787835701617
5.627516999999999,55.491293529743366,1.0274131579512518,-0.4161529981984592
5.632521999999999,55.53011528633809,1.0360668869680378,-0.4167291133063728
5.637526999999999,55.57073740264504,1.0444925704212749,-0.4163930461600898
5.642531999999999,55.61370598777694,1.0517660236586859,-0.4146346948411448
5.647536999999999,55.65893102374816,1.0576712035148006,-0.4113940473591306
5.652541999999999,55.705842396649835,1.0625321747378218,-0.4070611816516968
5.657546999999999,55.75402002254912,1.0667090092701963,-0.40220021042867465
5.662551999999999,55.80345790024696,1.0702257119080858,-0.39751927517687635
5.667556999999999,55.85421004053473,1.0728602382869825,-0.39382853776680465
5.672561999999999,55.90637846379613,1.0743785416442968,-0.39140405335433437
5.677566999999999,55.960161209599484,1.0748466351694765,-0.39025782433754785
5.682571999999999,56.01528822398797,1.07432453085293,-0.39050987469726006
5.687576999999999,56.07117138945561,1.0730642790543685,-0.39214820203538975
5.692581999999999,56.127642672429225,1.0710598785747523,-0.39480673321044957
5.697586999999999,56.18455804413186,1.0680472766562872,-0.3982634238579314
5.702591999999999,56.241545430223,1.0642905260567663,-0.40260229076440673
5.707596999999999,56.29823875756112,1.0603897466802679,-0.407541277574958
5.712601999999999,56.35428395540285,1.0566449984788293,-0.4126903063519361
5.717606999999999,56.409392966194225,1.0530982898457353,-0.41793535431356743
5.722611999999999,56.463079692812926,1.0503557418841047,-0.4231804022751978
5.727616999999999,56.51506808010309,1.0489454601095245,-0.4281373926828714
5.732621999999999,56.56539413525897,1.0488374385267907,-0.4323802404046944
5.737626999999999,56.61409386547479,1.049935657951251,-0.43551886750301555
5.742631999999999,56.661341305522754,1.052336137567558,-0.43727121762291954
5.747636999999999,56.70759854772899,1.055642798239021,-0.4375052643855095
5.752641999999999,56.75328567602635,1.0595735836107234,-0.43649106174761987
5.757646999999999,56.79822265444361,1.0644945668241523,-0.43436063608814757
5.762651999999999,56.84243948897599,1.0702017071119228,-0.4310599766157251
5.767656999999999,56.88624824197359,1.0763649385267904,-0.42682913129198435
5.772661999999999,56.92973293022299,1.083074279054368,-0.4221782020353899
5.777666999999999,56.97300157530693,1.090293721500412,-0.4174012475989385
5.782671999999999,57.016282222788945,1.097687198718637,-0.41258228476920256
5.787676999999999,57.059790915834505,1.1050146627474136,-0.4080333758963011
5.792681999999999,57.10386972278894,1.1121260836107238,-0.40404257853419034
5.797686999999999,57.149076755163044,1.1187694109488528,-0.4008499406445023
5.802691999999999,57.19570007051076,1.1247886135867422,-0.3987315173831115
