c1,c2,c3
2296,3652,-867
2598,3254,-592
2295,4034,101
1211,4539,2512
1515,4492,1804
2802,4077,301
2149,4196,1137
1935,4013,2091
3065,3355,1929
4148,2975,413
5489,2879,-673
4681,2932,1870
4317,2629,2494
5195,2634,1617
6120,2684,2626
6074,3542,1731
5131,3587,559
4638,3347,1125
5475,3835,1330
6382,4118,1664
5811,4293,2952
6090,4829,2661
6740,4601,2152
7432,4037,1022
7741,3948,1246
6851,3966,1966
7025,4198,1192
8953,3279,460
8425,3015,1432
7156,3262,1413
6488,3330,798
5760,3325,497
5541,3438,-536
4502,3653,-371
4219,3321,1137
3814,3613,1857
2473,3962,2236
1955,3663,1593
1274,3716,360
1377,3294,-72
1073,3911,662
884,4652,2891
1799,4583,3089
3151,4014,198
3673,3961,520
3294,4592,2659
3908,4790,2251
5689,4033,2883
6237,4037,3069
6556,4346,1340
6871,3792,1359
7214,3911,1799
8418,4146,1268
9268,4265,696
9833,4458,719
10358,3770,832
9656,3310,1399
8992,3863,2073
7773,4757,1728
6989,4880,-108
6139,4544,-607
4889,4131,333
4285,3930,1159
3647,4644,2441
3294,5588,1885
2418,5228,1113
1360,4321,964
380,4141,1267
176,4422,1185
372,4913,1788
-133,5386,1829
-149,5117,1364
372,4547,583
440,4542,534
1283,4669,1321
2196,5095,1554
2377,5301,2021
2976,4712,1812
3787,4270,642
4355,4205,-130
5461,3903,197
6020,4116,818
6546,4281,1345
7498,3769,1237
7881,3590,1208
7615,3363,226
7297,3125,-956
6436,3791,-584
6318,4571,-647
5849,4377,-328
5268,4796,472
5199,4715,1574
4561,4977,1199
3336,4993,794
2771,4911,289
2099,5383,826
1607,5723,1228
1383,5667,1517
1187,5393,1382
1315,5152,878
1424,5168,532
2205,4545,469
2239,4266,562
2949,4443,1385
3541,4563,3109
3539,4711,2097
3764,4447,-843
3787,3978,-1135
3568,4424,-262
4086,4568,1581
4781,4074,3060
4683,4233,2713
3645,4974,838
3501,4078,93
3708,3577,-240
3667,4584,217
4210,4664,2095
5110,4535,1954
5435,4248,1186
5663,3347,1780
5459,3250,983
4707,3909,-220
4686,3938,787
4853,4233,464
4891,3985,27
5023,3384,1321
5028,3761,1679
4343,4121,1772
3766,3614,965
3401,3469,-599
2831,3627,-622
2787,3559,573
2738,3378,1058
2488,3536,1655
2687,3509,1666
1869,3766,235
993,3740,-45
810,3192,404
830,3240,476
1108,3824,2199
1603,4141,2506
1575,4129,1278
1047,3986,647
1370,3572,1020
2014,3554,1681
2443,3944,2421
3422,3831,2307
3730,3344,1650
3666,3302,1090
4190,3326,1294
4388,3155,1349
5383,2792,1073
6122,2852,1575
5997,3541,2127
6148,3553,2286
6561,2997,1820
6559,2684,1233
7123,2915,360
7064,3054,898
6829,3367,1143
7083,3084,1838
6762,2905,2125
6555,2685,1034
6184,2646,203
5280,2599,453
5022,2796,550
5005,2776,634
4573,2460,793
3860,2302,685
3443,2376,247
2560,2659,959
1798,2715,1510
1805,2601,1320
1568,2450,1994
1390,2642,1608
1143,2548,540
948,2392,547
1249,2317,1010
1720,2408,1325
1581,2581,2580
2517,2342,2501
2688,1861,1913
2174,1949,1129
2453,2206,839
3055,2015,1217
3606,1550,1149
4256,1319,598
4419,1479,1095
4250,1724,1281
4476,1402,1089
4544,852,1209
4441,965,775
4246,1004,390
3520,1049,344
3400,1000,316
3657,869,783
3496,1035,2197
3643,1227,2244
3105,1318,1719
2370,1487,1827
2692,1558,1327
3036,1505,657
3683,1402,517
4473,1658,207
4803,1612,1498
5495,1629,2307
6336,1846,2206
6376,1745,1977
6440,1780,394
6312,1530,-694
6204,1313,-513
6863,1287,327
6779,1494,1017
6600,1480,1462
6314,1476,796
4914,1528,472
3585,1617,216
3050,2086,-168
3045,2053,709
2928,1921,1009
2640,1845,778
2080,2266,1554
1921,2475,1560
1759,2463,1082
1467,2525,2024
1971,2645,1287
1795,2686,309
1528,2681,1031
2060,2923,1443
2522,2625,1452
2771,1899,1920
3694,2034,1287
3846,2185,1186
3485,1864,1147
4305,1553,151
4734,1385,1222
4941,1556,1117
5094,1446,614
4445,1624,1180
4438,1425,1382
4689,1315,850
4584,1253,1068
5091,1006,713
4633,1522,183
3930,1993,1203
3985,1816,1350
4178,1423,736
3710,1540,1157
3688,1751,1115
2864,2164,1403
2642,2298,1464
3253,2006,956
3566,1220,1200
3653,1309,868
4001,1616,990
3906,1886,1511
3938,1937,1589
4734,1212,1602
4374,914,1965
4251,1298,1165
4078,1349,1008
4017,1540,1046
4363,1439,197
4849,632,779
4655,710,1210
4748,895,1474
4608,897,2232
3632,1379,1816
3726,921,1017
3313,488,619
3240,694,443
3433,1307,975
3536,1112,2249
3702,976,2556
4133,706,2533
3745,813,2044
3665,968,1116
3711,1280,1133
3825,1297,1734
4869,893,1818
5467,763,2005
5419,1032,1572
5533,1066,1054
5105,861,642
5096,639,856
5241,773,1448
4815,898,1395
4282,617,367
3614,754,152
3286,888,750
3636,615,603
3641,845,892
3615,925,1395
3139,1115,1279
2716,1205,1548
2585,1029,987
2313,1019,1103
2344,1222,2032
2440,1175,1415
2216,1089,1262
2244,1107,2030
2776,1057,1383
3428,880,1655
3860,689,1790
4032,1032,1050
4326,1129,1619
4481,865,1591
4896,853,985
5680,672,1006
5503,779,508
5129,840,360
4949,601,1330
4997,405,1680
4656,573,1368
4794,578,727
4277,1175,206
3693,946,1010
3639,732,1407
3965,823,1691
3952,914,2267
3449,1172,1832
2759,1439,893
2858,1055,377
3224,735,-255
3430,905,1180
4275,1326,2820
4278,1706,2902
4011,1349,2528
3757,854,1447
3482,1164,31
3752,1051,431
3982,1152,479
3922,1457,969
4014,1210,2439
4269,1202,2244
4259,1092,1392
4433,895,657
4125,1435,239
3261,1657,525
3530,1002,837
3732,855,1534
3408,1015,1974
3484,723,2050
3065,1199,1791
2585,1477,1329
2864,955,606
3644,1032,949
4201,1023,1856
4671,972,1788
3898,1301,1777
4089,920,1793
3867,518,1794
3795,921,593
4452,863,727
4995,738,763
4434,1348,156
5237,431,995
5098,265,798
4761,762,879
4698,464,2429
4102,464,1555
4017,564,-5
4069,700,624
3359,1253,831
3444,672,544
3460,320,1599
3394,566,1494
2670,976,1235
2536,957,1816
2327,1084,969
2741,824,299
2613,730,960
2619,1117,2067
3172,1329,2565
3954,1158,2246
3875,1082,1873
3185,1247,1784
2684,1010,1420
3606,400,868
4308,913,1282
4372,1641,1624
4229,1694,1547
4209,845,783
4765,494,-273
4921,731,1017
5220,1132,2095
4591,1254,1412
4625,877,921
4580,935,1338
4312,1267,1658
4001,1910,861
4653,995,671
4132,1242,1667
3425,1682,2139
3768,1716,1880
4312,1469,2141
4139,1294,1309
3548,1372,13
3274,1384,118
3727,1532,966
4393,1347,2859
4979,905,3264
4215,1204,1804
3449,1615,966
3753,1674,896
4487,1195,1341
4996,1340,1497
4991,1165,1651
4506,794,848
4147,1156,689
4033,1174,1520
4105,1150,1859
4348,1421,539
4225,1116,856
3392,915,1451
2754,719,95
3227,376,558
3827,943,2016
3381,1550,2155
3059,1398,2815
3182,1062,1778
2953,982,1131
2652,1102,1554
2786,1033,1547
2905,991,937
3147,1009,1504
3265,1198,1793
3696,1003,1835
4476,628,1710
4531,662,488
4152,775,-236
3848,802,-249
4020,754,549
4792,593,1085
4955,724,1641
4149,1017,1932
3085,1113,998
2905,1031,528
3243,843,909
3226,818,1089
2654,1054,1527
2420,1433,2544
2099,1572,1930
2164,937,1283
2376,582,1238
2392,1088,601
2443,1395,1433
2777,1153,1179
3449,931,1430
4585,527,1911
4425,1163,1344
4452,1396,1311
4553,843,944
4603,925,-68
5458,1225,1118
5451,1693,817
5331,1135,257
4970,426,667
4271,1005,980
4156,1330,2601
4684,870,2020
3859,1190,64
3212,1074,711
3093,875,694
3486,1051,1392
4014,1638,2511
3781,1664,2170
3254,1117,2041
2864,790,1474
3623,1248,1362
4442,1499,1558
4128,1523,249
4188,1169,340
4473,539,1091
4653,800,1502
5141,1188,2635
4904,1157,2104
3657,1241,-131
3484,661,349
3478,981,775
3557,1737,851
3764,1112,1397
3483,941,1140
2714,1088,244
2516,871,1465
2724,953,2089
2672,915,1318
2987,611,822
2743,874,606
2417,623,926
2853,-285,1122
3767,-365,1983
3419,389,2330
3496,70,1917
3168,-319,1386
3226,-249,736
3735,-375,746
4338,-165,565
4705,-10,566
5057,-266,1772
4601,243,2507
5152,358,2130
5488,-63,1968
4849,253,962
4494,421,397
4528,266,1411
4509,555,1643
5013,497,1971
5467,421,2026
4907,685,1604
4743,804,713
4610,730,209
5159,195,1184
4456,389,1311
4272,646,660
4517,585,2252
3725,577,2319
2686,722,154
3520,-82,1158
3941,606,1200
3213,1418,1001
3635,157,2555
3800,153,1950
4153,386,2001
4783,-238,2378
4000,338,1244
4030,396,1902
4205,108,2004
4167,130,797
4594,-206,334
4653,-129,-131
4625,-4,522
4554,-247,870
4044,-74,1120
4266,-218,1989
3630,-24,1067
2823,168,111
3289,-652,1239
2765,56,1254
2604,366,1463
2717,-30,2497
2014,160,3111
1273,55,3489
1125,359,2391
1243,469,1303
1449,206,190
1953,35,424
2262,218,1916
3079,268,2905
4300,259,3749
4829,243,2816
5128,382,775
5225,762,-935
5801,905,-1345
6439,870,-169
7144,520,1671
6522,362,2640
5089,799,1953
4319,780,1437
3646,721,272
3329,710,-662
3734,480,-433
3127,1148,931
2640,868,3194
3035,615,4510
2999,700,3762
2393,1151,1921
2093,1099,1352
1801,1238,1113
2746,1277,1846
4947,949,3164
6027,920,3488
5729,1432,2736
5793,1597,1773
7021,941,415
7717,553,-287
8322,786,49
7811,949,439
6499,838,702
5932,69,1015
4476,-92,1770
3476,379,1363
3110,285,1257
2708,611,776
2404,675,1093
1502,852,1187
1736,361,686
2194,-170,905
1764,599,1539
986,623,3031
1126,428,3191
1211,561,2207
2199,276,1227
2047,670,297
1641,637,1169
2706,408,1463
3666,684,2415
4994,1038,2749
4699,1312,2715
3928,1073,1455
4275,100,-115
4758,-400,-463
5554,216,625
5382,1002,1748
4986,685,2410
5297,51,1538
4941,-130,1153
4469,271,1207
3615,671,522
3138,310,523
3533,-217,1431
3582,127,1849
3891,539,2393
3912,1330,434
3523,1396,-290
3295,200,760
3346,220,1264
3750,552,1677
4066,704,1111
3492,705,697
2783,401,432
2604,-37,265
3485,43,766
3971,336,1449
3275,615,1056
2359,200,1174
2570,-508,230
3186,-144,374
3501,67,1213
2935,379,794
2452,128,1300
2841,-554,1889
2024,-51,568
2536,-151,1305
3114,-141,2042
2199,848,911
2444,96,1210
3147,-153,2285
3471,597,1938
4276,807,2104
4489,810,2574
4158,852,2088
4885,714,1678
6085,1003,1589
6648,1253,2067
6703,1266,2383
6498,1341,2332
6576,1144,1412
6706,991,-699
6827,1079,-918
6046,1040,910
4918,711,1817
5046,349,1111
5405,328,1868
5147,870,2199
3349,1285,909
2475,533,445
2710,800,-426
3245,408,528
4033,-55,2310
3523,1165,2198
3405,1423,2623
3897,1102,2038
3060,890,1486
3277,258,156
3961,-65,-289
4028,828,805
4366,1082,3115
4956,855,3421
4914,73,1706
4827,-125,132
4437,565,601
4595,806,1621
4510,352,1890
5201,-243,473
5005,-270,871
4232,291,1460
3044,396,1372
3488,-636,1465
3556,-665,404
3611,-421,96
2679,-598,1329
1878,-245,701
2460,-779,1091
3368,-997,1299
2678,51,829
2112,184,1280
2254,-521,1316
2729,-561,1074
3149,-13,1266
3191,128,2252
3032,180,1822
2522,47,2476
2725,-42,3355
3021,194,2401
3418,68,919
3500,295,1296
3691,369,2772
4230,603,3170
5472,505,3022
5890,244,2066
5086,571,430
5473,410,653
6049,380,789
6294,287,2012
6519,424,2518
5841,756,2270
5191,137,2618
3833,449,273
3705,78,-18
4292,151,1735
3740,1019,2389
3828,183,2534
3878,-947,2197
2838,-56,125
2816,668,1441
3577,147,2803
2806,76,1049
3142,-739,513
3160,-648,885
3135,55,1652
3609,285,2030
4156,-265,2413
3634,-212,1736
3207,127,849
3659,33,435
3795,-92,-475
4182,-316,26
4824,-592,2140
4124,121,1969
3599,316,1368
4111,-788,974
3387,-501,-492
2954,-271,509
3077,65,690
2828,371,193
3656,-174,1125
3391,-199,1520
3096,151,1805
2562,634,1170
2964,586,2070
3201,238,2462
2127,655,639
1765,765,-177
2381,364,-49
3669,247,1425
4561,307,1891
4855,738,2268
4479,1260,3040
3578,945,1154
4260,66,574
5144,196,210
4743,1141,-528
4080,1236,1434
4568,770,2437
4718,569,1891
5587,-417,1908
4386,171,1728
3613,928,1237
4408,736,1324
4599,721,984
4387,528,1412
4585,23,1956
4725,171,2511
4973,901,1818
5305,1024,1063
5558,721,612
5129,294,-847
4831,57,27
5137,126,1441
4703,948,1376
4578,1014,1744
3634,449,1072
2313,456,387
2381,0,-186
2302,-53,-534
2702,343,1004
2651,800,2468
1785,1065,3053
1574,360,1696
1958,-575,-228
2458,-215,442
2892,924,1428
2636,1807,3095
2830,1767,2824
3837,906,1559
4643,407,2203
4349,1208,999
4534,1806,1583
4939,1976,2156
6390,1858,1713
7917,765,1135
7295,1047,468
6615,1928,638
6268,1956,427
5533,1516,-521
5402,1280,914
4452,1425,1240
2112,1697,860
1751,1084,1329
959,1114,702
811,1324,1046
225,1514,1048
204,1332,1456
482,1075,2116
673,1173,1054
1766,803,1835
2129,1036,2432
2202,909,2570
3156,215,3914
3766,209,3063
4384,148,2340
5195,314,1757
6277,486,2293
6867,265,2343
7990,-32,1710
9448,-1,1851
9672,-204,1024
8939,-104,-193
7396,-164,-1064
6286,-167,-1110
5174,-156,-435
4456,-257,-131
3819,116,864
3351,569,2998
1766,656,1486
688,206,-7
986,192,691
312,653,592
-204,1103,910
-259,757,1740
-357,698,1716
-176,1223,3274
-239,1706,2657
-44,1648,2072
443,1843,2476
807,1393,2123
1427,1276,2679
2471,1051,3333
3086,1500,3274
3295,1479,3849
4159,1360,4143
4364,1602,3435
4394,1452,1564
5310,874,125
5930,1646,191
6510,1750,587
6930,1690,2445
6940,1600,3642
6186,1312,3376
5302,712,3240
3968,709,1271
3198,1073,865
3263,1252,1592
3033,1439,1794
3384,1274,3091
3469,991,3905
3407,1195,3510
3081,1518,2777
3353,1244,2300
3424,1547,1386
3201,1184,740
3923,539,1818
4344,730,3435
4198,1359,3196
4086,1112,3164
3477,616,2505
2760,440,916
2912,337,1077
2967,637,2025
2753,1260,2593
2310,1396,2697
2741,709,2899
2110,1142,2550
1520,1577,1504
1706,1232,2030
1967,1588,2122
1925,2303,2387
1985,2002,3237
2097,2042,3341
2315,2189,3397
2194,1920,3277
1715,2058,2735
2082,1957,2982
2825,2093,3155
3496,3009,3777
4440,2963,4513
5009,2597,4574
5289,2938,3367
5652,3226,2414
6432,3206,2249
7331,3110,2462
8053,3254,2657
8851,3659,3026
8955,3686,3233
8457,3509,2366
8109,3465,1368
6795,3891,724
6567,3924,1695
6151,3856,2032
5097,3704,1834
4411,3304,766
3433,3157,-126
2542,3080,230
1928,3492,1141
1497,3547,1804
1457,3132,2214
732,3706,2019
245,3805,2317
-109,3551,1956
-759,3631,1412
-975,3230,1486
-838,3209,1000
-805,3780,2377
-396,3689,4453
-268,3354,3291
692,3189,2359
1664,3630,3356
2425,3972,3288
2727,3791,2196
3381,2764,1301
4182,2469,1322
5144,3094,1913
6169,3298,2669
6888,3081,2128
7413,3095,1487
8340,2865,480
7771,2898,164
7242,2893,469
7042,3014,1727
6432,2847,2655
4645,2773,927
3885,2623,-553
3108,2847,4
2881,3376,906
2747,3388,1996
2389,2803,1903
1490,2664,1590
915,2998,1332
344,3530,1227
652,3570,2726
568,3391,3125
96,3350,2714
370,2748,2255
700,2731,2176
960,3097,1850
2020,2716,2320
3068,2140,2731
3652,2794,3936
4811,3100,4595
5273,3271,3395
5200,3428,1811
6323,2847,1036
6742,2939,804
7903,3268,1936
8777,3647,3325
8773,3529,3483
7767,3198,1881
6866,2919,1771
6208,2854,1474
5671,3143,1261
5215,2742,2047
4050,2913,1631
3931,3057,1706
4163,2665,2714
3291,3167,2923
2537,3267,2056
1905,3039,1424
1646,3262,974
2080,3392,1812
2561,3199,2919
2251,3274,2591
2210,3117,1445
2428,3013,1628
2479,3196,1936
2941,2842,2120
3153,2689,2354
3286,2769,2140
3524,2734,1878
3661,2483,1588
3970,2022,1731
4225,1925,1808
4230,1904,1994
4071,2164,2365
4254,2104,2507
3861,1978,1968
3333,2284,1864
3141,2579,1757
2991,2640,1637
3041,2495,2118
2500,2549,2470
1995,2329,2608
1477,2152,2690
1176,2427,2436
641,2614,2555
743,2515,2668
1030,2321,2842
1133,2339,3207
1828,2208,3350
2481,2446,3047
2944,2449,3726
4171,2193,3993
5108,2386,3966
6246,2379,4122
7604,2324,3350
8623,2242,2676
9946,1977,2582
11599,2015,1745
12422,2306,1745
12708,2464,2068
12753,2512,1260
11536,2596,530
10994,2449,-547
9894,2564,-774
7943,2934,-358
6741,3182,-896
5524,3266,196
3620,3327,730
2357,3568,-243
1403,3472,-79
-32,3745,364
-988,3950,3
-1319,3645,113
-1878,3535,422
-1435,3815,117
-1549,3895,326
-1608,4537,994
-551,4675,1888
-93,4446,2011
-496,4483,1196
285,3774,105
1136,4030,487
1979,4415,1007
3183,4553,1182
3971,4524,1669
4167,4245,1977
4585,4253,1429
5169,3967,1477
5031,4375,1521
5160,4936,1773
5605,4749,2327
5683,4447,2384
6223,4635,1325
7126,4335,1550
7133,4377,2292
7498,4751,2141
7997,4592,2018
7775,4297,2032
7944,4475,825
8252,4669,1006
7748,4474,1584
7194,4322,-19
7077,3751,-735
5927,3680,785
5121,3987,966
4881,3811,1566
3068,3974,1528
1964,3966,632
1888,3792,460
1039,4348,1140
354,4969,1733
1235,4609,1970
1181,4460,1955
1651,4334,2159
2378,4386,2513
2516,4552,2357
2714,4375,1799
4111,3773,1631
5090,3694,1385
6011,3868,1922
7444,4245,2090
8139,4735,1828
8325,4667,1934
9183,4179,981
9499,4032,598
8753,3925,793
8839,3994,1008
8080,3931,1221
6256,3848,1049
6038,3435,-251
5457,3137,-469
3439,3504,645
2865,3760,653
2599,4039,738
1580,4145,1834
926,3972,1820
1086,4158,1000
373,4709,1747
-438,5270,2350
386,5404,1597
1711,4742,1204
2142,4446,1691
3195,4122,2682
4505,4556,2347
4851,4902,2544
5737,4652,1458
6222,4211,797
6133,3851,1406
6421,4073,1292
6666,4632,868
5882,4503,1319
5717,4381,1357
5130,4470,589
4250,4178,855
3485,4310,1134
3765,4713,1198
3592,4924,2390
2679,4896,2553
2737,4755,1071
3331,4538,583
3131,4734,1113
3705,4757,1486
4583,4824,1264
4481,5049,1908
4563,5183,1936
5656,5225,1498
5652,5692,1417
5104,5520,1305
6113,4868,508
6561,4821,715
6008,4832,2116
6444,4685,2073
6582,4915,1783
6090,5033,2485
6475,5167,1624
6841,5192,502
6513,5049,1823
6179,5041,1408
6697,4526,1023
6395,3983,2001
5320,4232,1234
5397,4571,199
4901,4180,1103
3557,4369,1381
3458,4703,670
3414,4601,693
2572,4361,1066
1865,4396,324
2169,4458,948
1969,4577,1191
1210,4714,387
1525,4416,423
1825,4796,736
1523,5204,1267
2282,4656,1773
3304,4497,1805
2846,5037,1247
3456,4900,673
5044,4531,198
5835,4191,624
5739,4504,1215
6399,4879,561
7091,4949,377
6367,5152,1400
6419,4851,1344
5932,4975,115
5089,5033,836
4982,5038,1309
5018,5402,685
4890,4944,1431
4287,4428,1536
4520,4562,157
4994,4087,315
3717,4280,604
3522,4080,192
4635,3467,-67
3712,3962,942
2961,4089,1264
2727,3899,-72
2243,3808,-345
1425,3568,741
1070,3570,194
1665,3461,-137
1039,3033,313
674,2765,594
1761,2919,1047
1771,2970,1239
655,3221,451
1276,3043,-546
2423,3407,-387
2501,3661,652
2987,3001,1300
4080,2521,974
4002,2917,1259
3842,3281,1406
4444,3397,408
5561,3303,770
5518,2895,924
5998,2671,-166
7078,2789,-463
6812,3075,39
6353,3178,539
7321,2871,692
7062,2847,1124
5081,3248,884
4652,3223,-437
5211,3385,-1172
4180,3620,-178
3696,3668,931
4819,3595,1024
4858,3501,1669
3749,3809,1389
4023,4007,-750
5324,3943,-1103
5276,3935,-158
5570,3862,-114
7413,3762,607
7601,4411,1159
6817,4549,888
7376,3839,-439
7510,3795,-1711
6868,3637,-1886
7009,3449,-1002
6957,3505,-1021
5602,3271,-370
4178,3276,-507
3576,3467,-606
2618,3005,-325
963,3156,-599
194,3385,-604
233,3171,-227
-955,3821,-45
-1614,3996,658
-879,3650,735
-366,3931,604
-340,4195,1073
-10,4119,707
1468,3997,444
2507,4022,1606
3325,4245,1684
4860,4163,1509
6192,3926,1608
6293,3834,1069
6416,3838,314
7342,3534,275
7364,3451,1094
7049,3234,691
7755,2910,-81
8233,2912,378
7032,3337,1150
6262,3780,1340
5970,4179,1314
5090,4123,787
4474,3745,232
5506,3529,-164
5223,3825,82
4345,4086,1485
4682,4040,2290
4580,4086,2141
3566,3908,1333
3156,3582,-286
3996,3386,-1061
4263,3226,-831
4022,3061,603
4377,3026,1502
4249,3009,2093
3305,2929,1204
2835,2731,-474
3632,2671,-867
3436,2879,-386
3065,2943,988
3671,2663,1428
3542,2553,855
2932,2193,141
3151,1819,176
3396,2117,-106
3548,2021,743
3301,1968,1624
3508,1963,1628
3624,1866,1736
3528,1818,809
3917,1806,168
4780,1687,424
4723,1603,1199
5146,1257,1446
5531,1345,1191
5404,1515,1408
5165,1396,1053
5525,1321,-39
5638,1309,493
5252,1048,1117
4620,1298,941
4623,1354,1448
4107,1193,1608
3320,1117,693
3410,1037,114
3746,930,80
3395,746,273
3311,949,905
3582,1252,2019
2873,1314,2262
2677,819,1509
3218,531,291
3118,468,-299
2725,673,322
3636,748,1776
3956,761,2281
3455,457,1749
3404,96,429
3971,421,-1260
4077,692,-899
4417,528,530
4763,584,1577
4505,530,2697
4031,795,2226
4190,1168,29
4419,838,-1149
4176,642,-688
4890,679,-41
5547,1055,1501
5459,1279,2896
5194,1335,1505
5878,1224,-1731
5932,962,-1880
5635,1220,-719
6193,1675,77
7067,2055,1723
6254,2167,1853
5475,1652,-590
5252,1309,-2414
4894,1473,-2216
4875,2100,-997
4983,2650,626
4964,2676,2802
4682,2297,2138
4118,2430,-1681
3735,2342,-2289
3237,2663,-1302
3298,3261,-842
3985,3037,688
3839,2902,2033
3578,3153,984
4015,3139,-582
3287,3184,-780
3236,3291,-180
4433,3157,762
4746,3495,1284
4759,3294,1165
5603,3160,-690
6553,3339,-988
6945,3332,435
7415,3594,798
7841,3716,1399
7913,3645,1682
7805,3503,-251
8172,3400,-1814
8417,3053,-878
7940,3025,-662
8104,3186,176
7464,3485,1739
6270,2948,759
5838,2605,-1665
5610,2620,-1322
4586,3024,-536
4223,3357,97
4221,3063,1004
3192,3209,866
2620,2984,-241
2246,3046,-510
1889,3208,70
1378,3394,-26
1244,3336,360
1105,3382,1728
618,3789,2098
576,3755,1254
804,3309,990
569,3055,716
978,2868,750
2312,2878,1696
2556,3315,2325
3294,2733,2390
4367,2368,2241
5040,2646,2151
5369,3166,1389
6002,3935,990
7054,3525,960
7616,2975,1016
8019,3279,1250
8137,3770,947
7797,3877,644
7035,3864,948
6954,3656,1584
6285,3744,1612
5020,3999,1294
4505,3981,1631
4343,4027,1693
3548,4413,1439
2838,4478,1819
2937,4558,2621
3010,4703,2952
2942,4612,3802
2658,4779,3470
2262,4836,1739
2341,4253,1458
2364,4524,2181
3161,4516,2828
4174,3916,2841
4013,4068,2570
4317,4406,2770
4679,4457,2030
5160,3941,1074
5330,3889,1349
5460,4166,2331
5861,4224,1817
5510,4538,1006
4870,3865,1941
4519,3368,1271
3908,3923,510
3709,4407,1733
3625,4453,2700
3177,4227,2598
2711,3853,2424
2029,3988,1664
1632,4345,1659
1667,4491,2474
1766,4333,2631
1977,3921,2991
2715,3760,3472
3051,4181,3759
3360,4181,3248
3751,3846,2720
4185,3893,1939
4791,3797,2571
5513,3879,2774
6163,4270,2552
7215,4102,2653
7140,4240,2598
7526,3596,2145
7981,3053,1903
7904,3614,2030
7472,4147,2145
7065,4048,2193
7348,3422,2088
7333,3429,1402
7031,3438,1189
6542,3591,1563
6521,3901,1262
6035,4047,1029
5697,4018,1013
5716,3719,1028
5354,3869,967
4149,4124,1097
3652,4478,943
3715,4760,820
3441,4631,793
2641,4455,1398
2237,4397,1409
1792,4872,1044
1244,5513,1490
871,5361,1533
799,4417,1125
852,3769,1005
343,4429,1540
-52,5466,2489
613,5288,3037
1420,4497,2295
1672,3761,1596
1601,3886,1854
2408,4326,1846
3429,4467,1490
3935,4573,2116
4911,4192,3064
5710,4032,2792
6472,3731,2224
6374,3978,2010
6736,3819,1610
7769,3935,28
8573,3607,469
8598,3431,1738
8544,3846,1438
9368,3853,1258
9479,3806,1817
8770,3996,1606
8779,3529,865
8177,3541,525
6551,4243,1170
6388,4566,792
6499,4331,302
6074,3977,273
5317,3609,1377
4651,3869,993
4699,4205,445
4064,4219,910
2481,4637,1415
1781,4542,1448
1897,4336,1082
1515,4601,1564
793,4830,2046
164,4644,1766
-65,4286,1243
-296,4347,1240
-701,4594,2099
-227,4279,2634
-241,4065,2522
-396,3565,2197
-366,3721,1413
170,4138,1146
1051,3758,2210
1971,3131,2733
2452,2904,2538
2826,3094,2436
3454,3625,2148
4324,3701,1502
5592,3506,1330
