c1,c2,c3
5020,-864,2305
5149,-1493,1865
5579,-2245,1462
4964,-1417,2152
5232,-747,2503
5791,-780,3024
5550,-836,2816
5212,-1477,2354
5708,-1937,1782
6029,-1091,1541
6009,-170,2355
6213,-669,3203
6579,-1513,2456
6711,-1853,2371
6126,-1243,2873
5494,-637,2319
5898,-742,1463
6228,-721,1790
6342,-576,2402
6690,-960,2824
6839,-1440,2975
6246,-1298,2585
5858,-1090,1979
5737,-1181,1441
5723,-1522,1298
5426,-1566,1666
5744,-1756,2576
5927,-2181,2599
5669,-2336,2149
5030,-2032,2083
5429,-1891,1764
5842,-1806,1702
5697,-1542,2024
5606,-1393,2312
5879,-1454,1874
6131,-1735,1477
5965,-1710,1814
5543,-1532,1591
5996,-1412,1377
6085,-1329,1879
5551,-1575,1804
5636,-2009,1517
5998,-1949,989
5835,-1444,886
5247,-1384,1694
5260,-1970,1981
5165,-1900,1881
5028,-1361,2439
4168,-1256,2878
3662,-1688,1650
4601,-2935,1243
5600,-2783,1438
5159,-1247,2290
5186,-820,3381
5318,-1181,2518
5496,-1502,515
5638,-1769,419
6110,-1345,805
6174,-556,893
6381,-382,1282
6074,-386,2080
5412,-631,1953
4553,-1514,1119
4200,-2146,445
3695,-1531,517
3860,-947,1373
4310,-1439,2417
4167,-1909,2152
4019,-1850,1633
4038,-1573,1253
3844,-1444,1495
3527,-1590,1969
3519,-1941,2432
3958,-2194,2319
3647,-1828,1882
3942,-1757,1907
4592,-1582,2187
5239,-1229,2519
5623,-1112,3064
5781,-1293,3223
6170,-1569,2823
7186,-1720,1868
7393,-1329,1884
7445,-927,2534
7570,-731,2997
8035,-822,2422
7998,-891,1888
7574,-1016,1959
7461,-1330,1912
7896,-1714,1600
7699,-1259,1960
6899,-592,2321
6254,-731,2327
5967,-1256,1837
6305,-1712,1457
6081,-1525,1463
5554,-1201,2533
5891,-1374,2966
6036,-1721,2082
6047,-2138,1486
5244,-2104,2057
4902,-2099,2188
5204,-2457,2284
5225,-2429,2141
4726,-1859,2444
4861,-2045,2413
5337,-2460,1870
5648,-2160,1795
5667,-1620,2116
5769,-1699,1781
6270,-2261,1046
6930,-2429,1311
6872,-2150,1956
6487,-2164,1508
6520,-2563,642
6517,-2721,596
6190,-2397,1057
5788,-2164,1923
5652,-2290,2105
5264,-2632,1708
4825,-2815,1083
4383,-2724,1131
4598,-2388,1131
4952,-2260,1882
4978,-2495,2485
4889,-2715,2202
4871,-2985,2157
5015,-3002,2392
4867,-2435,2869
4841,-1957,3340
5357,-2040,3126
6031,-1955,2275
6765,-1432,1804
7600,-1098,2012
8603,-831,2100
9509,-523,1912
10150,-415,1589
10031,-266,1035
9574,-292,480
9217,-269,125
8576,-84,463
7752,-163,914
6576,-386,1318
5498,-647,1429
4540,-844,1102
3422,-864,1211
2208,-973,1418
1808,-1397,1228
2529,-1735,1012
3238,-1466,1003
3512,-821,1586
3809,-610,1828
4156,-808,1484
4680,-1162,1052
4445,-1170,1127
4041,-1041,1522
4183,-1390,1066
4777,-1666,361
4620,-1295,703
4160,-972,1245
3797,-1150,1650
3975,-2060,1841
3614,-2839,1801
2904,-3052,1916
2679,-2858,2257
2909,-2745,2369
3604,-3014,2654
4577,-3294,2517
5677,-3216,2654
7007,-3042,2775
8125,-2866,2968
8836,-2858,3268
9509,-3000,3251
9839,-2984,3105
10165,-2733,3092
10080,-2231,3368
9716,-1698,3402
9000,-1106,3260
8686,-745,3104
8510,-662,2761
7789,-575,2544
7449,-422,2295
7478,-159,2261
7673,116,2303
7548,47,2337
7520,-404,1880
7589,-713,1300
7764,-687,808
7761,-526,558
7586,-331,412
7641,-395,127
7542,-641,-97
7494,-773,-330
7432,-730,-347
6931,-727,-146
6304,-986,-338
5859,-1633,-238
5458,-2198,-113
4502,-2278,-317
3788,-2405,-495
3650,-2545,-675
3614,-2425,-882
3348,-2251,-281
3218,-2248,407
2826,-2355,839
2193,-2560,833
1420,-2458,473
928,-2421,378
925,-2461,572
1213,-2564,1318
1642,-3000,2009
1682,-3117,2037
1737,-2886,2118
2327,-2999,2528
2979,-3059,2279
3961,-3225,1918
5415,-3612,2145
6653,-3328,2289
7773,-2588,2363
8835,-1841,2506
9636,-1091,2036
9881,-607,1552
9579,-626,1831
8645,-838,1856
7755,-932,1392
7113,-1101,1155
6470,-1212,1271
5810,-1372,1752
5546,-1583,2606
5062,-1487,3258
4469,-1233,3013
4113,-1103,2599
4230,-1032,2166
4739,-943,1986
5407,-903,2216
5917,-931,2632
6442,-1121,2857
6701,-1542,2880
6937,-2249,2359
6679,-2984,2042
6219,-3369,1974
5782,-3545,2213
5791,-3356,1884
6246,-2890,1174
6952,-2520,972
7809,-2035,1016
8794,-1581,1141
9253,-1122,1585
8797,-365,1800
7825,242,1683
7338,243,1132
7326,318,295
7474,622,43
7135,894,817
6333,839,1508
5620,504,1674
5317,566,1073
5379,1102,415
5464,1445,510
4821,1524,1483
3859,1220,2607
3370,556,2971
3032,237,2092
2971,167,544
3524,-130,-325
4605,-389,-612
6132,-475,-496
8180,-633,-335
9245,-743,-17
9089,-764,201
8431,-562,-329
7644,-548,-1163
6686,-888,-1589
5770,-1298,-1482
5240,-1961,-885
5070,-2488,-671
5435,-2768,-1010
5420,-2923,-785
4557,-2790,-464
4161,-2873,-587
4443,-3044,-871
4691,-2710,-1465
5180,-2161,-2060
5658,-1520,-1751
6362,-1158,-983
7118,-1020,-519
7479,-852,-726
6211,-546,-397
4137,-315,72
3048,-739,-541
2560,-1208,-1556
2017,-901,-2114
1966,-577,-1825
2811,-631,-1387
3952,-1073,-945
5469,-1759,-578
5985,-2169,392
5794,-2577,1174
5803,-2864,708
5997,-2379,-437
5824,-1423,-883
6093,-831,-804
6614,-995,143
7557,-1209,735
9002,-800,112
10262,55,-325
9638,906,852
8627,904,1572
8298,-74,252
7728,-683,-1646
7178,-622,-2555
7001,-418,-2521
7323,-410,-1504
7673,-829,-278
7869,-1440,181
7187,-1967,153
5690,-1961,-560
4942,-1928,-1714
4612,-2283,-2058
4241,-2711,-1873
3606,-2805,-1333
2983,-2915,-464
2634,-2812,380
2871,-2892,342
2942,-2729,-10
2325,-2005,545
2286,-1227,1162
2911,-481,1129
3074,8,1404
3577,347,823
4435,721,-540
5883,814,-963
7009,1152,-607
8213,1563,-915
8977,1341,236
8395,794,2004
7723,-206,1882
7419,-1298,412
6776,-1162,-1073
5859,-305,-1957
5486,-116,-1557
5589,-635,-678
6051,-1415,-275
5938,-1748,444
4901,-1258,1169
4420,-1153,844
4578,-1947,-74
4477,-2283,-717
4685,-1918,-863
5414,-1600,61
6102,-1103,833
6935,-588,286
7994,-225,-679
7877,496,-572
7109,1110,700
6860,888,1438
6245,454,189
5625,276,-1456
5334,519,-1855
5325,716,-1279
5822,404,-778
6673,160,-371
6079,516,727
4677,386,1484
3645,-367,554
3280,-1091,-491
2928,-994,-1092
2795,-553,-1411
2681,-228,-460
2912,54,769
3789,-256,1262
4174,-470,1377
3468,-332,1913
2698,-156,2193
2526,-36,1623
2740,78,791
3431,69,169
4066,-306,570
5053,-394,1254
6749,-399,1473
8323,-290,1351
7978,73,2041
7368,9,2489
7923,-633,1673
8439,-987,292
8022,-268,-510
7700,625,-253
7859,956,191
8071,448,464
7995,-463,401
6713,-630,768
4847,-98,1143
4337,170,480
4251,-27,197
3907,-319,60
3507,-815,663
3943,-1589,1453
5151,-1711,793
5848,-642,494
5592,104,1556
5039,-281,2069
5677,-1078,869
6746,-1057,-882
6786,377,-1349
6730,1883,-492
7413,2198,201
8307,1429,239
8634,561,144
7207,580,738
5306,1069,945
4204,1212,123
3657,1073,-526
2910,1018,-541
2294,611,42
2186,-161,656
2617,-859,948
2960,-775,875
2490,-110,951
1752,-262,1548
1879,-1076,1128
2503,-1406,421
3338,-902,364
3972,-426,1090
4779,-602,1176
6763,-1204,44
8446,-945,-410
8307,-53,1194
7665,384,2447
7960,-5,1800
8420,-303,-132
8425,62,-1170
8228,198,-499
8427,-37,108
8944,-515,101
9037,-1223,622
7495,-1147,1216
5721,-1079,1267
4773,-1296,517
4160,-1057,-538
3745,-733,-813
3719,-731,532
3731,-531,1569
4291,-506,1547
4443,-465,1673
3150,47,2251
2026,59,2351
2107,-751,1566
2386,-613,235
2995,115,413
4029,392,1638
5383,384,1648
7680,165,719
9142,337,571
8806,681,1522
8548,486,1687
9275,-88,-73
9771,9,-2076
9466,670,-1970
9118,1211,-1132
9172,1123,-703
9465,426,-443
8014,-4,418
6033,-331,675
4758,-498,-149
3969,-514,-1013
3018,-381,-1146
1870,-195,-338
1572,-548,302
2071,-952,376
2288,-675,712
1563,-42,1929
974,236,2530
1306,-182,1568
1912,-606,192
1907,-107,-182
2285,594,24
3723,584,439
5599,191,475
6755,24,523
6787,-107,1424
6913,-508,1737
7816,-679,315
8171,-55,-977
7650,781,-937
7396,629,-691
8030,-388,-662
8597,-943,85
7486,-204,1494
5619,672,2456
4698,507,1582
4214,-293,-225
3362,-536,-946
2765,-265,-457
2967,91,729
4172,53,1191
4425,-58,1547
4255,-262,1823
4883,-495,1514
5929,-426,760
6333,97,39
6079,637,41
6833,426,185
8188,-49,439
9274,-217,584
8615,250,1090
7600,270,1425
7333,-29,158
7443,-6,-1479
7531,501,-2052
7896,1130,-1824
8252,871,-712
8983,-27,-178
8835,33,140
7513,588,960
6445,350,396
5401,-105,-1114
4520,-415,-1241
3727,-397,-49
3071,-275,1139
2990,-796,1536
2832,-1345,1310
1902,-1214,1415
924,-1133,1968
1459,-1504,1425
2560,-1561,463
2660,-543,745
3434,12,1616
5698,-577,1288
7974,-1094,293
8685,-894,863
8411,-408,2229
8579,-221,1934
9208,-711,181
9366,-1305,-1322
9383,-1017,-2215
10099,131,-2155
10573,1370,-1018
10459,1142,327
9387,-221,1145
7894,-1191,152
6943,-977,-1641
6055,197,-1609
4288,1504,-515
3297,1127,463
3833,-592,785
3686,-1147,176
2593,-444,1214
1024,588,2640
-199,857,2329
-293,81,1206
-378,-1027,1438
-1189,-1343,2124
-1076,-1027,2238
411,-936,2132
1956,-736,1803
2400,-605,2459
2821,-854,3404
4740,-1014,2309
6584,-541,1049
6792,353,1486
7212,556,1368
9238,-319,512
11486,-989,36
11734,-354,875
10897,530,2176
10614,856,1860
10322,874,-120
9544,778,-1423
8621,385,-950
7981,-218,-282
8371,-544,-323
8733,-462,747
6780,732,2776
4830,1101,2947
4384,-317,775
4456,-1747,-1409
4098,-2023,-1328
3920,-1150,774
3990,-49,2213
4317,72,1668
4340,-1236,1526
3904,-1991,1466
3173,-1690,1172
3094,-1089,269
3308,-857,-206
3521,-462,44
3988,-328,1507
5159,-714,1788
5779,-757,937
5352,-807,1160
4327,-692,1332
4258,-1073,245
4979,-1781,-931
5414,-1995,-520
5729,-1364,705
6406,-953,1390
6544,-1441,1150
5967,-1997,806
5267,-2083,959
5048,-1938,769
4926,-1659,8
4735,-1419,266
4796,-1043,884
5007,-857,1535
5191,-1144,1167
4711,-1094,897
3673,-135,1578
2913,372,2777
3097,-211,2139
3095,-529,439
2708,175,259
2801,1059,1416
3018,1329,1615
3562,629,790
3851,47,1273
4594,287,1603
5156,878,1252
4884,1163,1061
4343,1167,127
4898,822,-673
5927,749,-384
5742,1098,762
4753,1654,1860
4559,2037,2195
4743,1976,1314
4231,1471,22
3634,994,-553
4276,946,-770
5284,1331,-48
5628,1671,1546
4988,1694,3013
4597,1196,3094
4397,507,1744
3792,419,-77
3293,1030,-1224
3715,1488,-806
5155,1457,281
6267,1193,1434
6344,1093,2637
6575,1206,2817
6240,1516,1690
5242,1545,-169
4556,1141,-1160
4850,970,-865
5517,1201,894
5556,1437,2904
4630,1600,3025
4021,1046,1669
3934,483,-150
3549,627,-1195
3430,1102,-921
3846,1388,404
4873,915,1184
5489,259,1104
5409,68,997
5120,448,846
4693,877,430
4354,526,-348
4511,-218,-1248
5199,-569,-1480
5921,-40,-385
5928,455,1559
5345,240,2199
5455,-855,769
5863,-1689,-837
5456,-1190,-1151
4861,-302,-597
5153,-26,65
6462,-822,-124
7010,-1708,-46
6065,-1575,962
5499,-1043,1142
5500,-672,-282
5299,-1100,-1288
4697,-1340,-1443
5521,-1765,-1116
7071,-1931,-564
6834,-1146,396
5674,-426,1742
5443,-685,1834
5848,-1656,-470
5428,-2205,-1543
4525,-1745,-1088
4532,-803,-516
5415,-665,-7
5008,-1245,1005
3766,-1489,1824
3437,-1596,1521
2778,-1132,387
2223,-902,-237
2283,-1092,-139
3219,-1512,391
4444,-1883,1158
4309,-1591,2267
3493,-1155,3084
4190,-1474,1991
5273,-2082,-123
4835,-1969,-457
5443,-1414,-252
7930,-1094,-289
10278,-1153,302
10150,-843,1883
9085,-138,2813
8596,195,1707
8133,-265,-766
7017,-704,-2228
6685,-811,-2473
7397,-789,-1474
7073,-177,523
5201,414,2529
3982,114,2760
4151,-1030,399
3908,-1605,-1601
2567,-884,-1290
1562,-112,465
2272,-113,721
3005,-833,854
2474,-1468,2058
1796,-1371,2087
1591,-1088,792
1437,-718,-137
1756,-542,-256
3409,-1022,-57
5692,-1724,411
6342,-1596,1419
5885,-614,2907
5804,148,3157
6218,-296,1352
5996,-1084,-986
6325,-1425,-2012
7360,-837,-1392
8258,41,283
7698,371,2376
7035,-46,2911
6965,-900,591
5869,-1112,-1326
4223,-718,-1501
4113,-533,-1521
5743,-877,-939
5880,-1150,1165
4078,-1064,3437
3586,-1395,2880
3692,-1790,897
2888,-1600,-431
2312,-1152,-983
3476,-1249,-1605
5594,-1402,-1336
6368,-895,916
5582,-25,3434
5870,-287,3549
6591,-1015,560
6047,-1131,-1515
5457,-732,-1488
5855,-706,-1360
6356,-1004,-890
6085,-1441,995
5679,-1859,1596
4729,-1669,644
2928,-994,-933
2088,-754,-1831
2078,-1126,-1997
2497,-1731,-1400
2632,-1952,651
2080,-1338,2353
2196,-1004,2642
2269,-1320,2094
1145,-1635,1128
90,-1847,679
679,-2173,730
1882,-1791,950
2488,-956,2202
3315,-553,3094
5031,-675,3006
6331,-795,2612
7564,-612,1874
9672,96,787
11885,673,138
12732,674,752
11662,657,1954
10518,252,2434
10202,-481,1184
8673,-590,-710
6773,-496,-1564
6314,-538,-2030
6172,-470,-1863
5416,-428,347
4818,-411,2415
4418,-802,2492
3490,-1042,1056
2137,-874,38
1949,-803,-435
2632,-871,-306
2405,-812,1001
1563,-769,3003
1606,-968,3535
2276,-982,1697
2089,-712,172
2067,-365,-558
3352,-282,-832
5417,-456,-36
6262,-211,1489
6402,170,2354
6601,134,1942
6243,-226,223
5438,-557,-1287
5090,-693,-1723
4964,-570,-1414
4627,-168,26
4299,-54,1300
4059,-441,1440
3547,-835,647
2842,-700,-211
2598,-14,-765
3373,376,-333
3738,76,1059
2869,-106,2717
2296,-183,3660
2863,-88,3016
2398,380,1582
2192,647,-409
3070,283,-1780
4450,-62,-1434
5448,119,757
6347,541,2779
7487,676,3338
7840,546,2237
7328,199,-366
6609,-210,-1921
5848,-24,-1787
5624,471,-511
5683,421,1368
5550,240,1732
4955,16,832
3985,-165,-28
3662,32,-742
4183,315,-984
4283,287,366
3303,358,2409
3273,357,2992
3883,243,1820
3186,302,243
2692,335,-915
3475,364,-1665
4603,511,-842
5028,548,1364
4973,662,2936
5608,444,2566
5352,142,935
4392,238,-916
3965,175,-1465
4493,-174,-1590
4567,-24,-1372
4596,101,408
4729,250,1227
4166,258,838
3616,28,-225
3754,-118,-1063
4330,-66,-996
4033,296,72
3360,545,1865
3763,308,2583
3650,-93,1434
2904,-500,-213
2893,-180,-1565
3485,353,-2157
4058,757,-890
4787,771,1405
5717,465,2595
5957,-167,2342
5626,-430,1198
5015,444,-638
4522,994,-1351
4339,597,-750
4039,305,-405
4346,-30,270
4497,160,927
3466,753,287
3079,499,-1220
3777,-286,-2008
4270,-183,-1764
4273,529,280
4316,998,1931
4925,1230,2721
4955,1047,2859
4375,645,964
4203,528,-1383
4115,798,-1984
4095,1385,-819
4889,1405,508
6018,1045,1114
6436,641,1496
6496,582,601
6390,948,-1400
6241,1142,-2946
5838,1320,-2436
5686,1243,-273
5661,1155,918
5583,941,1199
5280,867,686
4539,1386,-415
4308,1725,-1127
4502,1533,13
4362,1507,1847
4593,1411,2742
4541,1425,2570
4125,1776,1205
3672,2099,146
4027,1825,87
4448,1626,913
4756,1778,2014
5342,1850,2739
5133,1984,2723
4401,1987,1996
4347,1596,768
4554,1387,222
4560,1481,1290
4425,1558,2629
4714,1369,2654
4719,1076,1929
4576,964,1363
4257,1192,1041
4149,1297,804
4213,1044,1400
4031,901,2309
3786,889,2130
3472,806,1344
3198,792,603
3016,643,182
3086,318,561
3386,-129,1219
3363,-191,1703
3011,27,1460
2577,217,1011
2284,147,549
2031,-262,272
1964,-689,477
1941,-662,944
1707,-245,1596
1452,-204,1556
1160,-646,949
1138,-1000,480
1073,-1294,235
994,-1184,-52
1221,-873,146
1711,-868,885
2005,-955,1581
2002,-1198,1518
1947,-1457,824
1666,-1595,378
1284,-1350,169
1811,-1241,710
2532,-1303,1495
2736,-1256,1484
2952,-1530,1256
3570,-1825,891
3710,-1541,925
3865,-1097,815
4228,-959,787
4271,-1112,911
4568,-1465,1012
5203,-1621,1256
5375,-1026,411
5513,-428,-194
5993,-217,-176
6320,-491,485
6382,-601,1224
6601,-517,1261
6485,-480,982
5777,-288,2
5870,-329,-1056
6426,-625,-917
6153,-398,169
6422,-491,1538
6824,-555,1745
6347,-365,1131
5979,-206,45
6253,-367,-979
5839,-360,-861
5331,-197,574
6118,-344,1731
6021,-117,1532
4832,76,502
4240,132,-786
4698,328,-1552
4150,183,-7
3468,-1,1387
4163,-304,1468
4347,-214,1071
3315,667,588
2937,516,492
3457,-141,-588
3471,-292,-1001
3660,-472,826
4098,-176,2832
3881,327,3229
3951,251,1550
4167,-41,-914
4257,-381,-1577
3755,-189,-305
4141,-99,1322
5425,-141,1895
5026,57,2016
4153,-96,1311
4054,-443,-1077
4238,-570,-2465
3936,-354,-649
3654,120,1710
4245,-69,2412
4485,-447,2169
4209,-241,896
3883,72,-114
3354,63,-179
3119,220,458
3885,378,1628
4408,27,2701
4321,-91,2315
4240,317,250
4716,452,-974
4384,408,-309
4180,253,1371
4854,-88,3126
5387,-1,3114
4811,491,1745
4728,591,-14
4492,287,-513
3988,-40,364
4765,-169,1195
5564,-226,2468
5414,-249,2431
4799,-47,677
4689,-10,-186
4194,-50,215
4204,-326,944
4763,-392,1381
4670,-792,1928
4276,-700,666
4238,-162,-351
4564,58,239
3479,-27,1841
3812,-556,2157
4618,-1192,2431
3973,-561,1781
3125,73,346
3615,48,-988
4001,-15,-1015
4092,-462,638
4673,-441,1976
4781,-343,3194
4777,-87,1861
4768,187,-345
4400,229,-778
3405,65,678
3240,-242,1572
4339,-520,1405
4669,15,1861
4243,479,1736
4210,98,-130
4202,-563,-952
4104,-480,931
4324,-21,2897
4593,39,3238
4364,148,1359
4354,-30,-1122
4357,-472,-1893
3916,-562,-244
4552,-337,1873
5265,-93,3287
4853,77,3200
4251,-42,1070
4200,-742,-1416
3828,-892,-1563
3750,-188,496
4443,220,2486
4655,-7,2853
4127,-461,1429
4024,-498,-797
4393,-429,-1173
4356,92,800
4715,415,2946
5066,-135,3312
4512,-466,2013
4371,-432,-24
4592,-434,-856
4442,-67,-41
4530,60,1618
5206,10,2884
5072,-74,3246
4488,-204,1864
4637,-453,-435
4814,-444,-1133
4458,-188,440
4812,122,1911
5334,160,2597
4854,-143,2247
4497,-351,380
4444,-511,-770
3609,146,50
3227,486,1564
3931,-18,1743
3691,-466,1609
3190,-576,974
3196,-180,-137
3281,230,-307
3228,539,1061
3566,165,2212
3643,-280,2374
3579,-559,1923
3451,149,598
3510,591,-102
3605,333,840
3849,163,1536
4701,-83,1709
4513,107,1784
4255,469,650
5007,447,-1004
5335,364,-615
5520,405,1060
5938,40,2352
5862,-135,2389
5211,81,1177
4882,340,-413
4630,254,-618
3793,10,529
4117,-150,1317
4502,-345,1711
4181,-314,1040
3766,83,-307
4074,-286,-897
3860,-421,-23
3848,-81,2115
4440,-317,2944
4023,-425,2109
3325,-130,499
3665,-321,-509
3841,-292,-557
3833,-111,645
4634,-251,1823
4679,-386,2199
4232,-419,1149
4500,-425,-413
4762,-501,-1117
3901,-307,-533
4066,-251,918
4793,-603,1600
4354,-425,761
3656,-142,-397
3969,-335,-1037
3527,-12,-1214
3285,107,852
3821,-103,3174
3626,146,2885
2880,142,1325
2340,49,-309
1984,234,-1467
1892,405,-825
2819,458,1029
3177,576,2411
2928,472,2625
3171,111,1398
3255,162,-177
3069,193,-101
3472,476,767
4217,806,1852
4781,702,2025
5299,483,915
5819,225,110
5564,220,665
4933,568,1618
5381,247,1878
5536,494,658
4782,293,-5
3993,-58,-1037
3644,25,-1667
3842,13,-11
4705,243,1840
4388,584,3298
4178,385,3168
3877,318,903
3903,638,-671
3727,908,941
3128,1275,2569
3375,1000,3154
3973,637,2536
4461,849,676
4712,625,320
4087,427,865
4357,548,975
5549,813,835
5817,1121,1278
5667,843,1147
5533,22,87
5032,137,-51
5270,844,1636
5207,1261,2616
4640,829,760
3906,127,-1046
3678,234,-1139
3567,785,357
3718,1077,2099
3783,1241,3307
3714,1088,3084
3048,861,626
3075,445,-1495
3096,340,-935
3053,1020,603
3337,1556,2764
3910,1607,3456
3645,1209,2154
3595,332,-490
3671,114,-2060
3621,966,-1330
4273,1612,1032
4192,1576,3056
4538,1109,2093
5147,723,69
4841,259,-69
3347,638,245
3126,1430,402
4582,1158,916
4400,834,920
4105,287,-94
3779,756,-48
3768,1385,947
4284,1341,2337
4220,984,3473
3838,580,2895
3524,691,173
3329,1078,-1912
3480,732,-650
4245,939,624
5008,886,2293
5393,1036,3315
5725,1128,1473
5577,865,-698
4773,658,-563
4606,759,1130
4878,1055,2338
4638,953,1862
5046,171,-91
5377,-59,-1952
4512,134,-786
4015,627,1186
4215,846,2601
4421,567,1827
4421,73,-58
3557,292,-414
2677,854,368
2617,1156,1042
3034,661,1531
2971,28,1551
3195,-334,-76
4081,-304,-1297
3677,727,189
3234,1133,2678
3827,396,3136
4410,-171,1299
4634,-131,-672
4288,309,-1102
3744,653,-173
4466,300,1260
5862,-212,2336
5740,-403,2712
5352,-682,888
5633,-788,-1174
4507,-289,-285
4267,-122,1004
5089,-811,1795
5293,-554,2204
5097,43,1340
5148,-579,-79
4344,-901,-213
4032,-506,799
4801,-214,2108
4475,-73,2626
4086,-340,614
4442,-1085,-1208
4303,-1055,-456
3996,-108,1297
4114,201,2334
4168,93,2061
3814,-8,616
3794,-501,-947
3419,-491,-876
3048,-146,948
3563,-267,1896
3575,-397,1479
3357,-341,-399
4183,-633,-1443
3943,-505,268
3608,4,1490
3937,-8,2702
4224,-200,2423
3595,-538,209
3588,-1165,-726
3058,-655,-467
3344,32,613
4416,-15,1999
4815,-342,1842
4409,-923,-304
4332,-1385,-654
4244,-742,571
4467,73,1364
4351,-207,2247
3829,-578,1397
3773,-856,-489
4059,-1260,-637
4237,-700,1090
3892,514,2818
3821,654,3903
4320,-107,2597
4687,-895,-394
4458,-1033,-932
4416,-435,833
5187,421,2509
5969,545,3360
6282,-13,2364
6544,-762,261
6368,-874,-989
5813,23,-466
5861,519,1030
5616,496,2034
5458,-199,1919
4802,-669,375
3630,-211,-872
3214,285,199
3106,570,1550
2776,497,1956
2475,-138,1792
2050,-338,780
1328,198,240
1340,353,1119
1279,553,2033
1617,429,2145
2456,-196,1377
3057,-411,398
3331,-94,969
4502,-19,2129
5235,-128,2910
5616,-39,2647
6635,-600,1484
6928,-834,842
6692,-355,980
7197,-115,1314
7232,173,1553
7116,114,1020
7389,-415,-186
6868,-688,-601
5862,-287,996
5632,46,2533
4278,224,2232
3366,41,1145
2994,-357,-297
2742,-303,-685
2170,379,425
2046,483,1955
1936,382,3892
1639,493,3241
1631,195,524
1653,4,-261
1908,670,-92
2439,849,593
3531,385,1873
4702,203,2453
4923,294,2249
4578,458,2509
3987,976,2077
3467,846,911
3612,453,563
4347,174,-444
4900,160,-1168
5273,132,103
5141,401,1819
4488,644,2440
3660,793,1747
2786,437,-36
2556,328,-478
2061,770,-216
1631,994,835
1964,894,2559
1815,1135,2835
1464,1105,1767
1522,1107,1415
1635,1773,1350
2488,1890,855
4023,1360,1078
5039,1542,1347
5930,1873,1283
6400,1991,1578
6358,1984,1770
6070,1855,849
6083,1730,894
5772,1872,712
5575,1758,-621
5723,1555,546
5725,1928,1579
5485,2076,1519
5183,2027,1657
4995,2158,1144
4838,2119,606
4626,1961,748
4595,2496,765
4773,2495,750
4582,2155,1198
4581,2342,1308
4310,2446,1124
3734,2293,1499
3484,2740,510
3697,2730,1356
3311,2703,1694
3706,2666,-155
4223,2352,234
4545,2276,1126
4561,2482,503
4584,2233,1794
4691,2181,1757
4903,2263,-313
4468,1999,-386
4227,2180,-167
4623,2388,-449
5084,1968,-106
4871,1700,-29
3921,1353,-412
2576,1499,-335
2331,1823,54
1983,2158,-40
1387,2128,329
925,2104,347
937,2206,262
1006,2613,862
1088,2783,1101
831,2823,1031
633,2568,1832
674,2576,2245
260,2976,2433
799,2841,2152
2438,2518,748
4041,2390,126
5717,2473,487
7884,2266,1526
8455,2136,3254
8990,2143,3699
9542,2289,3421
8868,2120,2010
8618,1912,-734
8139,1664,-1455
7590,1428,-667
7799,1529,363
7321,1893,2279
6881,1985,3285
6456,2309,2756
4674,2113,1724
3586,1721,120
3085,1958,-246
2755,2317,552
3435,2626,647
3999,2923,1901
3814,3043,2965
4159,3060,859
4173,2961,1068
4161,3228,1671
5218,3210,306
4794,2716,505
4505,2036,165
5680,1572,-1120
5787,1763,-421
6095,1455,-655
6483,1134,-1275
5223,1255,172
4902,1613,181
4498,1995,-9
2486,2058,450
2192,1916,-1144
2435,1883,-1914
1920,2155,-803
1651,2896,-739
1960,2904,1150
1370,2425,2051
1514,2006,644
875,1993,1020
19,2564,969
-30,2950,457
-115,2813,1032
343,2761,898
1702,2887,307
1929,3108,1218
1778,3134,2181
2558,3238,2608
3340,3398,2509
4853,3195,1726
5446,3341,2070
6565,3423,1693
8243,3157,1065
9362,2678,1273
10978,2178,1458
11394,1736,1783
10028,1531,2074
9626,1896,1205
8636,2342,624
7141,2055,-293
6451,1722,-1427
5462,1710,254
4200,2419,1641
3814,2367,2608
2737,2569,3423
1472,2742,1296
1554,1983,343
1239,1644,1294
1120,2057,741
2588,1976,1403
3822,1838,2376
4908,2054,1668
5306,2086,2563
5601,2004,1835
6643,2440,-175
7639,2571,599
7671,2693,717
7566,2479,557
7732,1989,2442
7939,2225,2502
7777,2395,1780
7335,2370,646
6753,2738,-1386
6507,2465,-948
6935,2630,-344
7647,3316,1380
7528,3589,2981
6703,3822,3252
5446,3986,2264
3732,3644,454
3462,3514,-512
3850,3437,191
3007,3536,1415
3780,3207,1224
4052,3126,2040
4036,3677,1161
4344,4128,1156
4558,3919,1865
5213,3933,497
6215,3425,262
6491,3472,1345
6491,4582,524
7141,4305,1324
7825,3118,981
8018,2687,-448
6759,2898,694
6339,3003,505
5824,3323,-910
4528,3060,227
4412,2653,677
3863,2923,-33
2250,3501,148
1171,4437,1226
1109,4956,2232
460,4829,1904
291,3684,703
290,3486,87
524,4643,1077
1652,4486,2603
2334,3416,1948
3777,2673,79
4597,3070,603
4753,3707,1531
5082,3987,1200
5850,3326,1180
6450,3391,132
6906,3628,-181
6913,3538,640
6436,4536,901
7350,4572,1090
6214,4568,1538
5403,4495,-97
5825,3568,-133
5090,3578,844
3949,4505,1712
3901,4281,1652
4547,3853,-92
4728,4324,-533
4005,4147,2189
3383,4178,1838
3157,4624,885
3190,4294,320
3733,3813,-1189
3997,3670,-473
3723,3388,1414
3891,3776,1694
4337,3400,1944
3188,3461,1514
2394,3983,-729
